"Squad does +25% damage to larger Squads, and -25% damage to smaller Squads",O esquadrão causa +25% de dano a Esquadrões maiores e -25% de dano a Esquadrões menores
Sayunaari War Pike,Pique de guerra Sayunaari
Squad does +15% damage to Cavalry,Esquadrão causa +15% de dano à Cavalaria
Obsidian Edge,Fio de obsidiana
"Squad does +25% damage to Boss Squads, only applies to Human targets","O esquadrão causa +25% de dano aos Esquadrões de chefes, aplica-se somente a alvos Humanos"
Everlasting Potion,Poção eterna
Restore 20% max HP of the unit with the most missing HP at the start of combat,Restaura 20% do PV máximo da unidade com mais PV perdido no início do combate
Counterattack,Contra-ataque
Deal +25% damage while on defense.  Stacks with Black Belt,Cause +25% de dano enquanto estiver na defesa.  Combina com Faixa-preta
Black Belt,Faixa-preta
Deal +25% damage while counterattacking,Cause +25% de dano no contra-ataque
Disarm,Desarmar
Resolve,Resolução
Immortal Spirit,Espírito imortal
"Once per Chapter, this unit will survive an enemy volley that would otherwise be fatal","Uma vez por capítulo, esta unidade sobreviverá ao movimento inicial do inimigo que, de outra forma, seria fatal"
Precision,Precisão
Lithe Assault,Investida ágil
Concentration,Concentração
Unscathed,Incólume
Assassin's Heart,Coração de assassino
Assassin's Reaper,Ceifador assassino
Silver-Tongued,Eloquência
Warrior's Hubris,Arrogância de guerreiro
Stormrook's Walls,Muralhas de Torre-tempesta
Squad deals +20% damage when attacking from wall to non-wall,O esquadrão causa +20% de dano ao atacar de uma muralha a um local que não é muralha
Challenger,Desafiador
Lucky,Sorte
Some people are just lucky,Algumas pessoas apenas têm sorte
Treasure Hunter,Caçador de tesouros
Increased chance to find an item when destroying or forcing the surrender of enemy Squads,Maior chance de encontrar um item ao destruir ou forçar a rendição de esquadrões inimigos
Arcane Barrier,Barreira arcana
Mentor,Mentor
Greatly improves leadership growth of subordinates.,Aumenta consideravelmente o crescimento de liderança de subordinados.
Healing Attuned,Cura sintonizada
Guardian Impulse,Impulso do guardião
Gain a chance at an extra action for every ally unit below half health at the end of combat,Ganhe uma chance de ter uma ação extra para cada unidade aliada com menos da metade de PV ao final do combate
Executioner,Executor
Overpower,Subjugar
Deal damage to enemy Morale based on difference in STR,Cause dano ao Moral do inimigo com base na diferença de FOR
Vengeance,Vingança
Bodyguard,Guarda-costas
Venerable,Venerável
Squad Leader cannot be directly targeted unless all other squad members are incapaciated,"O Líder do esquadrão não poderá se tornar diretamente um alvo, a menos que todos os outros membros do esquadrão estejam incapacitados"
Dragon Affinity,Afinidade com dragões
Dragons in squad gain class XP faster,Dragões no esquadrão ganham EXP de classe mais rápido
Light's Judgement,Julgamento da luz
"When taking damage in battle, Diana gains Attack Power for the duration of the battle","Ao receber dano em batalha, Diana ganha Poder de ataque durante a batalha"
Garrison,Guarnição
Damage reduction granted from terrains is increased by 50%,A redução de dano concedida por terrenos é aumentada em 50%
Soul of Sayunaa,Alma de Sayunaa
"Once per Phase, Swordfighter, Swordmaster, and Blademaster will automatically strike first on defense","Uma vez por fase, Espadachim, Mestra espadachim e Mestre das lâminas atacarão automaticamente primeiro na defesa"
Desert Warrior,Guerreiro do deserto
Guile,Astúcia
Unit bypasses Block and can attack any target,A unidade ignora o Bloqueio e pode atacar qualquer alvo
Retainer,Retentor
Jules takes 50% less damage if within 3 tiles on the tactical map,Jules leva 50% menos dano quando está até 3 espaços no mapa tático
Tundra Warrior,Guerreiro de tundra
"Squad is immune to negative effects of Blizzard weather and Chill status, and gains bonus evasion in Blizzard weather and Snow terrain",O esquadrão é imune aos efeitos negativos do clima Nevasca e do estado Congelar e ganha bônus de evasão no clima Nevasca e no terreno Neve
Feline Acuity,Acuidade felina
Massive evasion boost versus stealth attacks,Aumento considerável de evasão contra ataques furtivos
Barek Tor Savagery,Selvageria Barek Tor
"At Night, every attack is an Ambush","À noite, todo ataque é uma Emboscada"
Scavenger,Coletor
Thievery,Roubo
"On combats initiated by my squad, steal a small amount of gold from the primary target based on SKL","Em combates iniciados pelo meu esquadrão, roube uma pequena quantidade de ouro do alvo principal com base em HAB"
Haughty,Arrogância
Beatrix is not affected by the morale of her squad,Beatrix não é afetada pelo moral de seu esquadrão
Shock and Awe,Choque e pavor
Donar's Presence,Presença de Donar
Squads within 3 tiles are given a morale boost,Esquadrões em até 3 espaços recebem um aumento de moral
Shadow,Sombra
Squad can move through tiles containing enemy Squads,O esquadrão pode se mover por espaços contendo esquadrões inimigos
Hand of Zanatus,Mão de Zanatus
2x damage to enemy morale from all actions and enemies will not surrender,2x o dano ao moral do inimigo de todas as ações e os inimigos não se renderão
Monarch,Monarca
Heavy units in Jules's Squad will always Cover him from targeted damage,Unidades pesadas no Esquadrão de Jules sempre irão protegê-lo do dano direcionado
Mirage,Miragem
"Gain an extra attack.  Every attack, and every counter-attack Stefan uses will be a Stealth attack",Ganhe um ataque extra.  Todo ataque e todo contra-ataque que Stefan usar será um ataque Furtivo
Finish the Millenium War!,Termine a Guerra Milenar!
The world is behind you! +20 Capacity.  Your hero heals and boosts the morale of all allies within 3 tiles,O mundo está atrás de você! +20 de Capacidade.  Seu herói cura e aumenta o moral de todos os aliados em até 3 espaços
Prodigy,Prodígio
"Unit gains 20% bonus to XP, CP, and LDR growth","A unidade ganha 20% de bônus no crescimento de EXP, PC e LID"
Mercenary,Mercenário
Unit is solely motivated by a pay day. +2 Capacity cost unless leader,A unidade é motivada exclusivamente por um dia de pagamento. +2 de custo de Capacidade a menos que seja líder
Non-Committal,Descomprometido
Unit is beginning to warm up to your cause. +1 Capacity cost,A unidade está começando a se interessar pela sua causa. +1 de custo de Capacidade
Committed,Comprometido
Unit identifies with your cause. -1 Capacity cost,A unidade se identifica com sua causa. -1 de custo de Capacidade
Loyal,Leal
Unit feels fully dedicated to your cause. -2 Capacity cost,A unidade se sente totalmente dedicada à sua causa. -2 de custo de Capacidade
"Squad is faster in open terrain, and can move after attacking",O esquadrão é mais rápido em terreno aberto e pode se mover após o ataque
"Squad's move is not penalized by rough terrain, moves slightly faster indoors, can hide in and ambush from woods, swamps, and towns","O movimento do esquadrão não é penalizado por terrenos acidentados, move-se um pouco mais rápido em ambientes fechados, pode se esconder e emboscar em bosques, pântanos e cidades"
Squad has poor physical conditioning and less battlefield movement,O Esquadrão tem condicionamento físico ruim e menos movimento no campo de batalha
Squad's movement ignores terrain,O movimento do Esquadrão ignora o terreno
\\N[8] - Zelos: I have dreamed of this for so long,\\N[8] - Zelos: Sonhei com isso por tanto tempo
\\N[8] and Zelos developed a deep bond.,\\N[8] e Zelos desenvolveram um vínculo profundo.
\\N[8] - Jules: Some things shouldn't stay a secret,\\N[8] - Jules: Algumas coisas não devem permanecer em segredo
\\N[8] and Jules developed a deep bond.,\\N[8] e Jules desenvolveram um vínculo profundo.
\\N[8] - Barnabas: A story 20 years in the making,\\N[8] - Barnabas: Uma história de 20 anos em construção
\\N[8] and Barnabas developed a deep bond.,\\N[8] e Barnabas desenvolveram um vínculo profundo.
"\\N[8] - Stefan: Partners in crime, forever?","\\N[8] - Stefan: Parceiros de crime, para sempre?!"
\\N[8] and Stefan developed a deep bond.,\\N[8] e Stefan desenvolveram um vínculo profundo.
\\N[8] - Lysander: Intellectual supernova,\\N[8] - Lysander: Supernova intelectual
\\N[8] and Lysander developed a deep bond.,\\N[8] e Lysander desenvolveram um vínculo profundo.
\\N[8] - Jaromir: A very straight-forward proposal,\\N[8] - Jaromir: Uma proposta muito direta
\\N[8] and Jaromir developed a deep bond.,\\N[8] e Jaromir desenvolveram um vínculo profundo.
\\N[8] - Sybil: I can be your refuge,\\N[8] - Sybil: Posso ser seu refúgio
\\N[8] and Sybil developed a deep bond.,\\N[8] e Sybil desenvolveram um vínculo profundo.
\\N[8] - Jules: Fancy meeting you here,\\N[8] - Jules: Que bom lhe ver por aqui
\\N[8] and Jules have become friends.,\\N[8] e Jules fizeram amizade.
\\N[8] - Barnabas: Mentor or mentee?,\\N[8] - Barnabas: Mentor ou pupilo?
\\N[8] - Stefan: Tidereaver scum,\\N[8] - Stefan: Escória Saquemar
\\N[8] and Stefan have become friends.,\\N[8] e Stefan fizeram amizade.
\\N[8] - Stefan: Rogue with a heart of gold,\\N[8] - Stefan: Ladino com um coração de ouro
\\N[8] - Raskuja: Legends of the Barek Tor,\\N[8] - Raskuja: Lendas de Barek Tor
\\N[8] and Raskuja have become friends.,\\N[8] e Raskuja fizeram amizade.
\\N[8] - Raskuja: Heart of the jungle,\\N[8] - Raskuja: Coração da selva
\\N[8] - Lysander: Ponderings on modernity,\\N[8] - Lysander: Reflexões sobre a modernidade
Diana - Stefan: Cannot deny our destiny,Diana - Stefan: Não podemos negar nosso destino
Diana and Stefan have developed a deep bond.,Diana e Stefan desenvolveram um vínculo profundo.
Diana - Lysander: You are better than this,Diana - Lysander: Você é melhor que isso
Diana and Lysander have become friends.,Diana e Lysander fizeram amizade.
Diana - Lysander: An impolite inquiry,Diana - Lysander: Uma pergunta indelicada
Diana - Lysander: Subtlety is a lost art,Diana - Lysander: Sutileza é uma arte perdida
Diana - Jaromir: Old-fashioned fella,Diana - Jaromir: Cara das antigas
Diana and Jaromir have developed a deep bond.,Diana e Jaromir desenvolveram um vínculo profundo.
Beatrix - Jules: Spending social capital,Beatrix - Jules: Gastando capital social
Beatrix and Jules have become friends.,Beatrix e Jules fizeram amizade.
Beatrix - Jules: Redheads're nice,Beatrix - Jules: Ruivas são legais
Beatrix and Jules have developed a deep bond.,Beatrix e Jules desenvolveram um vínculo profundo.
Sybil - Jules: Walk this life with me,Sybil - Jules: Caminhe esta vida ao meu lado
Sybil and Jules have developed a deep bond.,Sybil e Jules desenvolveram um vínculo profundo.
Sybil - Barnabas: Still got that spark,Sybil - Barnabas: Ainda existe aquela faísca
Sybil and Barnabas have developed a deep bond.,Sybil e Barnabas desenvolveram um vínculo profundo.
Abigayle - Zelos: Nice guys never win,Abigayle - Zelos: Caras legais nunca vencem
Zelos and Abigayle have developed a deep bond.,Zelos e Abigayle desenvolveram um vínculo profundo.
"Narima - Stefan: Failed pickup artist, part 1","Narima - Stefan: Arte da sedução fracassada, parte 1"
"Narima - Stefan: Failed pickup artist, part 2","Narima - Stefan: Arte da sedução fracassada, parte 2"
Edelia - Lysander: Crossing sacred boundaries,Edelia - Lysander: Cruzando limites sagrados
Edelia and Lysander have developed a deep bond.,Edelia e Lysander desenvolveram um vínculo profundo.
Narima - Stefan: Failed pickup art... wait,"Narima - Stefan: Arte da sedução fracassada... não, pera"
Narima and Stefan have developed a deep bond.,Narima e Stefan desenvolveram um vínculo profundo.
Narima - Jules: Only a King to melt her heart,Narima - Jules: Somente um rei para derreter seu coração
Narima and Jules have developed a deep bond.,Narima e Jules desenvolveram um vínculo profundo.
\\N[8] - Diana: I see the real you...,\\N[8] - Diana: Eu vejo você de verdade...
Diana and \\N[8] have developed a deep bond.,Diana e \\N[8] desenvolveram um vínculo profundo.
\\N[8] - Diana: Doctrine of the Temple,\\N[8] - Diana: Doutrina do Templo
\\N[8] and Diana have become friends.,\\N[8] e Diana fizeram amizade.
\\N[8] - Diana: Deeper dive into the Nephilim,\\N[8] - Diana: Um mergulho mais a fundo nos Nephilins
\\N[8] - Beatrix: The Pendergast fortune,\\N[8] - Beatrix: A fortuna dos Pendergast
"\\N[8] - Beatrix: Siren, or Succubus?",\\N[8] - Beatrix: Sereia ou súcubo?
Beatrix \\N[8] have developed a deep bond.,Beatrix e \\N[8] desenvolveram um vínculo profundo.
\\N[8] - Sybil: Why are you so angry?,\\N[8] - Sybil: Por que você está tão brava?
Sybil and \\N[8] have developed a deep bond.,Sybil e \\N[8] desenvolveram um vínculo profundo.
\\N[8] - Abigayle: Instant chemistry,\\N[8] - Abigayle: Química instantânea
Abigayle and \\N[8] have developed a deep bond.,Abigayle e \\N[8] desenvolveram um vínculo profundo.
\\N[8] - Narima: Can we take on the world?,\\N[8] - Narima: Podemos enfrentar o mundo?
Narima and \\N[8] have developed a deep bond.,Narima e \\N[8] desenvolveram um vínculo profundo.
\\N[8] - Zelos: Unbreakable together,\\N[8] - Zelos: Indestrutíveis ​ juntos
Zelos and \\N[8] have developed a deep bond.,Zelos e \\N[8] desenvolveram um vínculo profundo.
Sybil - Jules: Red oni and blue oni,Sybil - Jules: Oni vermelha e oni azul
Zelos - Barnabas: Master Sergeant forever,Zelos - Barnabas: Primeiro Sargento para sempre
Zelos and Barnabas have become friends.,Zelos e Barnabas fizeram amizade.
\\N[8] - Narima: Noble warrior of Sayunaa,\\N[8] - Narima: Nobre guerreira de Sayunaa
\\N[8] - Abigayle: Princess of the Snow,\\N[8] - Abigayle: Princesa da neve
\\N[8] - Lysander: Shock and awe,\\N[8] - Lysander: Choque e pavor
Lysander and \\N[8] have become friends.,Lysander e \\N[8] fizeram amizade.
\\N[8] - Lysander: Different kind of battlefield,\\N[8] - Lysander: Tipo diferente de campo de batalha
Sybil - Abigayle: Bonded,Sybil - Abigayle: Vínculo
Sybil and Abigayle have become blood sisters.,Sybil e Abigayle se tornaram irmãs de sangue.
Abigayle will cost half Capacity in Sybil's Squad.,Abigayle custará metade da capacidade no Esquadrão de Sybil.
Sybil will cost half Capacity in Abigayle's Squad.,Sybil custará metade da capacidade no Esquadrão de Abigayle.
Beatrix - Lysander: What's your angle?!,Beatrix - Lysander: Qual seu ponto de vista?
Diana - Zelos: Demons of dark and light,Diana - Zelos: Demônios das trevas e da luz
\\N[8] - Beatrix: Is this the real you?,\\N[8] - Beatrix: Esta é realmente você?
"Barnabas - Zelos: Son, and I am disappoint",Barnabas - Zelos: Filho e estou decepcionado
Stefan - Diana: Broken,Stefan - Diana: Partidos
Stefan - Lysander: Airships,Stefan - Lysander: Aeronaves
Stefan and Lysander have become friends.,Stefan e Lysander fizeram amizade.
Sybil - Diana: Self Sabotage,Sybil - Diana: Autossabotagem
Stefan - Abigayle: Last flame of Donar,Stefan - Abigayle: Última chama de Donar
Stefan has been friend-zoned.,Stefan nunca cruzará a linha da amizade.
\\N[8] - Jaromir: Bulwark of the North,\\N[8] - Jaromir: Baluarte do Norte
Jules - Barnabas: Patience,Jules - Barnabas: Paciência
Sybil - Barnabas: Friendly Ribbing?,Sybil - Barnabas: Reforço amigável?
Sybil and Barnabas have become friends.,Sybil e Barnabas fizeram amizade.
Stefan - Diana: Keeping Up Appearances,Stefan - Diana: Mantendo as aparências
\\N[8] - Lysander: White Flag of War,\\N[8] - Lysander: Bandeira branca da guerra
Narima - Jules: Ghosts of Ezrum,Narima - Jules: Fantasmas de Ezrum
Narima - Jaromir: Of the Snow and Sand,Narima - Jaromir: Da neve e da areia
Narima and Jaromir have become friends.,Narima e Jaromir fizeram amizade.
"Jules - Barnabas: Melmonde, Sweet Home","Jules - Barnabas: Melmonde, doce lar"
Jules and Barnabas have become friends.,Jules e Barnabas fizeram amizade.
Beatrix - Lysander: Wha... Really?!,Beatrix - Lysander: O qu... Sério?!
Beatrix and Lysander have developed a deep bond.,Beatrix e Lysander desenvolveram um vínculo profundo.
Academy of War,Academia de Guerra
Tactics and Command,Tática e comando
Crafts and Technology,Fabricação e tecnologia
Apprentice Training,Treinamento de aprendiz
Unlocks a recruitment slot for apprentices.,Desbloqueia um espaço de recrutamento para aprendizes.
Mentorship,Mentoria
"Non-leader Units in Squads now gain LDR at a modest rate, up to below 10 of the Squad Leader's current LDR stat.","Unidades não líderes em esquadrões agora ganham LID a uma taxa modesta, até 10 do atributo LID atual do líder de esquadrão."
Merchant Envoys,Enviados mercantes
"Expands the Mercenary and Item Trader pools, giving us more opportunity to hire experienced warriors and purchase exotic Artifacts.","Expande os grupos de Mercenários e Comerciantes de itens, dando-nos mais oportunidades de contratar guerreiros experientes e comprar Artefatos exóticos."
Zones of Control,Zonas de controle
Enemy squads incur a movement penalty when moving between tiles that are adjacent to our Infantry type squads.,Os esquadrões inimigos incorrem em uma penalidade de movimento ao se mover entre os espaços adjacentes aos nossos esquadrões do tipo Infantaria.
Battle Medics,Médicas de batalha
All 'Support' classes gain +20 Maximum HP.,Todas as classes de “Apoio” ganham +20 de PV Máx.
Army Stables,Estábulos do exército
"It is now easier for our Cavalry Squads to achieve a Charge attack. Instead of requiring having moved 7 tiles before attacking, now they can move 6 tiles to achieve the same effect.","Agora é mais fácil para nossos Esquadrões de Cavalaria realizar um ataque de carga. Em vez de exigir se deslocar 7 espaços antes de atacar, agora eles podem deslocar 6 espaços para obter o mesmo efeito."
Mixed Unit Tactics,Táticas de unidade mista
"Each unit gains +3 Weapon Power for each unit of a different type added to the Squad, starting with the 2nd unit type.","Cada unidade ganha 3 de Poder de arma para cada unidade de tipo diferente adicionada ao Esquadrão, começando pelo 2º tipo de unidade."
Identify Command Structure,Identificar estrutura de comando
We now have the ability to use the 'Target Leader' attack type.,Agora temos a capacidade de usar o tipo de ataque “Mirar líder”.
Psych Warfare,Guerra psicológica
Defeating enemy squad leader causes even more Morale damage.,Derrotar o líder do esquadrão inimigo causa ainda mais dano moral.
Standing Army,Exército fixo
"All new Conscripts start at +1 Level, and with half Class Mastery of their starting class.",Todos os novos Recrutas começam no Nível +1 e com metade da Maestria de classe de sua classe inicial.
Adept Artificer,Artífice adepto
"Unlocks a second Artifact slot, allowing us to further customize our squads.","Desbloqueia um segundo espaço de Artefato, permitindo personalizar ainda mais nossos esquadrões."
Crossbow Forging,Forjamento de besta
"We can now construct Crossbows, unlocking the Crossbowmen class.","Agora podemos construir Bestas, desbloqueando a classe Besteiros."
Adept Metallurgy,Metalurgia adepta
Grants Heavy Infantry and Heavy Cavalry +25 MaxHP.,Concede às Infantaria Pesada e Cavalaria Pesada +25 de PV Máx.
Steel Forging,Forjamento de aço
Improved Steel Plate Armor grants our Heavy Infantry and Heavy Cavalry +5 Armor.,A armadura de chapa de aço aprimorada concede às nossas Infantaria Pesada e Cavalaria Pesada +5 de Armadura.
Journeyman Leathercraft,Artesanato em couro
"Our Light Armor has advanced, enhancing the Armor of all Light Infantry, Light Cavalry, Archery, and Firearms units gain +5 Armor.","Nossa Armadura leve avançou, aprimorando a Armadura de todas as unidades de Infantaria Leve, Cavalaria Leve, Arquearia e Armas de Fogo, ganhando +5 de Armadura."
Dragon Trainer,Treinador de dragão
"Familiarity with Dracology has given our Drakelings, Dragons, and Dragon Riders 25% faster Class Mastery gain from combat and a slightly increased chance to appear as mercenaries.","A familiaridade com a Draconologia deu aos nossos Dragonitos, Dragões e Cavaleiros de dragões um ganho de Maestria de Classe 25% mais rápido em combate e uma chance ligeiramente maior de aparecer como mercenários."
Martial Traditions,Tradições marciais
All units gain Class Mastery 15% faster.,Todas as unidades ganham Maestria de Classe 15% mais rápido.
Warhorse Husbandry,Criação de cavalos de guerra
"Advanced breeding techniques have resulted in larger, hardier war horses. All Cavalry gains +50 Maximum HP.",Técnicas avançadas de reprodução resultaram em cavalos de guerra maiores e mais resistentes. Toda a Cavalaria ganha +50 de PV Máx.
Sisterhood of Justice,Irmandade da Justiça
"Acolytes, Paladins, Valkyries, Exemplar, and Titan receive an additional bonus to Magic Resistance based on a portion of their Armor.","Acólitas, Paladinas, Valquírias, Exemplares e Titãs recebem um bônus adicional de Resistência Mágica com base em uma parte de sua Armadura."
Sisterhood of Mercy,Irmandade da Misericórdia
"Medic, Priestess, Templar, Hospitaller take 25% less damage with Paladin, Valkyrie, Exemplar or Titan in the same Squad","Médica, Sacerdotisa, Templária, Hospitalária recebem 25% menos dano com Paladina, Valquíria, Exemplar ou Titã no mesmo Esquadrão"
Strategic Maneuvers,Manobras estratégicas
Cavalry squads now deal significant Morale damage when attacking with a Charge Attack.,Os esquadrões de cavalaria agora causam dano moral significativo ao atacar com um Ataque de carga.
Polearm Mastery,Maestria de arma de haste
Polearm units now grant bonus attack and defense versus melee to any adjacent unit.,As unidades de arma de haste agora concedem bônus de ataque e defesa contra corpo a corpo a qualquer unidade adjacente.
Adaptive Battlefield Command,Comando adaptável do campo de batalha
We now have the ability to use the 'Aggressive' and 'Cautious' attack types.,Agora temos a capacidade de usar os tipos de ataque “Agressivo” e “Cauteloso”.
Popular Support,Apoio popular
"Squads gain a Morale bonus when within 3 tiles of a Base, Village, or Town owned by our faction.","Os esquadrões ganham um bônus de moral quando estão a 3 espaços de uma Base, Vilarejo ou Cidade pertencente à nossa facção."
Advanced Archery Technique,Técnica Avançada de Arquearia
+1 arrows fired (from 3 to 4) by Archery units at 2 or more range.,+1 flecha disparada (de 3 a 4) por unidade de Arquearia a 2 ou mais de alcance.
Journeyman Artificer,Artífice do viajante
"Unlocks a 3rd Artifact slot, allowing us maximum customizability for our squads.","Desbloqueia um 3º espaço de Artefato, permitindo personalizar ao máximo nossos esquadrões."
Advanced Crossbows,Bestas avançadas
Crossbowmen and Rangers gain an additional 25% bonus damage against Heavy Infantry and Heavy Cavalry.,Besteiros e Sentinelas ganham um bônus adicional de 25% de dano contra Infantaria Pesada e Cavalaria Pesada.
Advanced Material Science,Ciência de Materiais Avançada
Grants Heavy Infantry and Heavy Cavalry +25 Max HP for a cumulative effect of +50. Unlocks powerful firearms technologies.,Concede às Infantaria Pesada e Cavalaria Pesada +25 de PV Máx. com um efeito cumulativo de +50. Desbloqueia poderosas tecnologias de armas de fogo.
Obsidian Forging,Forjamento de obsidiana
"Now that we have a grasp on the powerful and rare metal named Obsidian, we can use it to enhance our existing Steel Plate Armor, granting Heavy Infantry and Heavy Cavalry an additional +5 Armor.","Agora que temos uma compreensão do metal poderoso e raro chamado Obsidiana, podemos usá-lo para aprimorar nossa Armadura de Placas de Aço existente, concedendo à Infantaria Pesada e à Cavalaria Pesada +5 de Armadura adicional."
Behemoth Leather Armor,Armadura de couro de Beemote
"Using hides from the fearsome Behemoth, we can further enhance our Light Armor. Light Infantry, Light Cavalry, Archers, and Firearms gain an additional +5 to Armor.","Usando peles do temível Beemote, podemos aprimorar ainda mais nossa Armadura Leve. Infantaria Leve, Cavalaria Leve, Arquearia e Armas de Fogo ganham um adicional de +5 de Armadura."
Mage Regiments,Regimentos de Magos
"All 'Magician' and 'Support' classes are now of the 'Normal' unit type rather than 'Slow', and Magician attacks decay in power more slowly when used consecutively.","Todas as classes ""Feiticeiro” e “Apoio” agora são do tipo de unidade “Normal” em vez de “Lento” e os ataques do Mago decaem em poder mais lentamente quando usados ​ consecutivamente."
Magician's Initiative,Iniciativa do Feiticeiro
Spells that have a charge-up turn can now be cast on the first turn of battle when on offense.,Feitiços que têm um turno de carregamento agora podem ser lançados no primeiro turno da batalha quando no ataque.
Hex Mastery,Maestria hexagonal
Status effects from Magician and Dragon breath attacks have an increased chance to be inflicted.,Os efeitos de estado dos ataques de Feiticeiro e do sopro do Dragão têm uma chance maior de serem infligidos.
Spirit Piercing,Perfuração do espírito
Magician and Dragon breath attacks ignore 25% of the target's resistance.,Ataques de Feiticeiros e sopro de Dragão ignoram 25% da resistência do alvo.
Advanced Mobile Warfare,Guerra móvel avançada
Dragoons are now 'Light Cavalry' move type.,Artilheiro de montaria agora possuem o tipo de mobilidade de “Cavalaria Leve”.
Advanced Flanking,Flanqueamento avançado
+15% Attack power when engaging in close range battles for each allied squad that is adjacent to the target enemy squad.,+15% de poder de ataque ao entrar em batalhas de curto alcance para cada esquadrão aliado adjacente ao esquadrão inimigo alvo.
Optimized Tactics,Tática otimizada
Improves effects of most special tactics.,Melhora os efeitos da maioria das táticas especiais.
Supply Chain Mastery,Domínio da cadeia de suprimentos
"Villages, Towns, Castles, and Bases held by our faction now provide healing to our Squads within 3 tiles every turn.","Vilarejos, cidades, castelos e bases mantidas por nossa facção agora fornecem cura para nossos esquadrões em 3 espaços a cada turno."
Archer General,General arqueiro
"All 'Archery' classes are now of the 'Light' unit type, a massive advantage to mobility and ambushes.","Todas as classes de “Arquearia” agora são do tipo de unidade “Leve”, uma vantagem considerável para mobilidade e emboscadas."
Master Artificer,Mestre artífice
All Artifacts cost -1 Capacity.,Todos os artefatos custam -1 de Capacidade.
Grapeshot,Disparos com ricochete
Artillery attacks have increased splash radius and damage.,Ataques de artilharia têm um raio de ricochete e dano aumentados.
Gunsmithing,Armeiro
"We are now able to manufacture guns and cannons. Unlocks the Gunner, Dragoon, and Siege Cannon classes.","Agora somos capazes de fabricar armas e canhões. Desbloqueia as classes Artilheiro, Artilheiro de montaria e Canhão de cerco."
Breech-Loading Gun,Arma de carregamento pela culatra
'Gunner' units and Artillery are no longer negatively affected by weather.,Unidades de “Artilharia” e a Artilharia não são mais afetadas negativamente pelo clima.
Dragon Bond,Vínculo com dragão
"Unlocks the Dragon Rider class. The ultimate unit type, allowing us to control Dragon flight ability to take to the skies.","Desbloqueia a classe Cavaleiro de dragão. O tipo de unidade final, permitindo que controlemos a capacidade de voo do Dragão para tomar os céus."
Grand Army,Grande exército
ALL squads in the army gain +10 capacity limit.,TODOS os esquadrões do exército ganham +10 de limite de capacidade.
Professionalism,Profissionalismo
"New Conscripts start with mastery of all available Tier 1 classes, start with +3 Levels, and with full Loyalty to your cause.","Novos Recrutas começam com o domínio de todas as classes Nível 1 disponíveis, começam com +3 níveis e com total Lealdade à sua causa."
Musketeering,Mosqueteira
Advanced firearm techniques grant our Gunners and Dragoons an additional attack.,Técnicas avançadas de armas de fogo concedem aos nossos Artilheiros e Artilheiros de montaria um ataque adicional.
Industrial Furnace,Forno industrial
"We are now able to maintain high-energy blast furnaces, allowing for far more efficient processing of materials. -1 Iron and Obsidian costs for all units.","Agora somos capazes de manter fornos de alta energia, permitindo um processamento de materiais muito mais eficiente. -1 de custo de Ferro e Obsidiana para todas as unidades."
Rifled Artillery,Artilharia de subtração
+1 Range to Siege Cannons.,+1 de alcance para Canhões de cerco.
Hero has fallen in battle,Herói morreu em batalha
Mission objective failed,Objetivo da missão falhou
Home Base has been captured,Base principal capturada
Chapter Complete!,Capítulo concluído!
Chapter Complete,Capítulo concluído
World Lore,Conhecimento Mundial
Tactics and Strategy,Tática e Estratégia
Class List,Lista de Classes
Terrains,Terrenos
Reference Guide,Guia de Referência
Tutorial,Tutorial
Attack from a hill using Jules's Squad,Ataque de uma colina usando o Esquadrão de Jules
Seize all Map Objectives,Tome todos os objetivos do mapa
Seize Eastwall Fortress,Tome a Fortaleza de Muralheste
\\N[8] is defeated in battle,Derrotam \\N[8] em batalha
"Seize Marche, the Trade Town","Tome Marche, a Cidade do Comércio"
Seize the Donari Temple,Tome o Templo Donari
Complete The Chapter within 10 turns,Complete o capítulo em até 10 turnos
Seize Centurion's Rest Compound,Tome o Núcleo do Abrigo do Centurião
Barnabas is defeated before being recruited,Barnabas foi derrotado antes de ser recrutado
No allied Imperial Army squads lost,Nenhum esquadrão aliado do Exército Imperial foi perdido
Cause an enemy Squad to Surrender,Faz com que um Esquadrão inimigo se renda
Seize Centurion's Rest,Tome o Abrigo do Centurião
Stefan defeats an enemy in just 1 attack,Stefan derrota um inimigo em um só ataque
Open all Treasures,Abra todos os tesouros
\\N[8] escapes from prison,\\N[8] foge da prisão
Any friendly units are defeated in battle,Quaisquer unidades aliadas são derrotadas em batalha
Find and rescue the dragon child,Encontre e resgate o filhote de dragão
Seize Fort Naxos,Tome o Forte Naxos
\\N[8] is defeated in battle OR,Derrotam \\N[8] em batalha OU
The enemy captures Granheim Abbey,O inimigo captura a Abadia de Granheim
"Seize Port Jenos, the Port Town","Tome Porto Jenos, a Cidade Portuária"
Defeat Kuroda's squad in battle,Derrote o esquadrão de Kuroda em batalha
No enemy squads attack Fort Naxos,Nenhum esquadrão inimigo ataca o Forte Naxos
Defend Fort Naxos for 15 turns OR,Defenda o Forte Naxos por 15 turnos OU
Destroy all enemy Squads + Seize Port Jenos,Destrua todos os Esquadrões inimigos e tome Porto Jenos
The enemy captures Fort Naxos,O inimigo captura o Forte Naxos
Narima is not defeated in battle,Narima não é derrotada em batalha
Seize all Tidereaver ships,Tome todos os navios Saquemar
