Squad loses 15% threat for the purposes of being targeted (more likely to be targeted),부대가 적 공격 대상이 더 쉽게 되도록 위협이 15% 감소합니다 (공격 대상이 될 가능성이 높아짐)
Combat Medic,전투 의무병
Support units in this squad heal for 20% more,이 부대의 지원 유닛의 치유량이 20% 증가합니다
Hospitaller,간호단
Out-of-battle Healing is 25% stronger,비 전투 시 치유가 25% 강해집니다
Unassuming,겸손
Archer Captain,궁수 부대장
Soldier Captain,보병 부대장
Knight Captain,기사 부대장
Melee Cavalry units in this Squad cost 2 less capacity,이 부대의 근접 기병 유닛들의 보급 비용이 2 줄어듭니다
Bowmanship,궁술
Arcane Vigor,비전 활력
Gain Max HP equal to 100% of MAG,마력의 100%에 해당하는 최대 체력을 얻습니다
Arcane Might,비전 힘
Arcane Speed,비전 속도
Coldblooded,냉혈
Beacon,등불
Colossal,거대함
"Cannot dodge, deals increased morale damage","공격받을 시 회피 불가, 공격시 사기 피해를 더 크게 입힙니다"
Desperation,절박함
Smite,강타
Dragonslayer,용살자
Unit does +50% more damage to Dragons,유닛이 용들에 +50% 피해를 더 입힙니다.
Field Marshal,야전 원수
+10 Hit/Evade to entire army while squad is deployed,"부대가 배치되어 있는 동안 전체 군대에 +10 명중률, 회피율 보너스가 부여됩니다"
Bloodlust,블러드러스트
Genbu Shell Fragment,겐부 껍질 조각
Soha's Blood Shard,소하의 피조각
Giant's Thresher,거인의 대낫
"Squad does +25% damage to larger Squads, and -25% damage to smaller Squads","부대가 더 큰 부대에 +25%의 피해, 더 작은 부대에게 -25%의 피해를 입힙니다"
Sayunaari War Pike,사유나식 전투 파이크
Squad does +15% damage to Cavalry,부대가 기병에 +15%의 피해를 입힙니다
Obsidian Edge,흑요석 검
"Squad does +25% damage to Boss Squads, only applies to Human targets","부대가 보스 부대에 +25% 피해를 입히나, 인간 형태 보스에게만 적용됩니다"
Everlasting Potion,마르지 않는 물약
Restore 20% max HP of the unit with the most missing HP at the start of combat,전투 시작 시 가장 큰 체력을 잃은 유닛의 최대 체력을 20% 회복합니다
Counterattack,반격
Deal +25% damage while on defense.  Stacks with Black Belt,방어하는 동안 +25%의 피해를 입힙니다.  검은 띠 중첩
Black Belt,검은 띠
Deal +25% damage while counterattacking,반격하는 동안 +25%의 피해를 입힙니다
Disarm,무장 해제
Resolve,단호
Immortal Spirit,불굴의 정신
"Once per Chapter, this unit will survive an enemy volley that would otherwise be fatal","장당 한 번, 이 유닛은 원래 죽어야 하는 적의 공격에서 생존합니다"
Precision,정확
Lithe Assault,유연한 공격
Concentration,집중
Unscathed,다치지 않음
Assassin's Heart,암살자의 심장
Assassin's Reaper,암살자의 사신
Silver-Tongued,유창함
Warrior's Hubris,전사의 자만심
Stormrook's Walls,스톰루크의 벽
Squad deals +20% damage when attacking from wall to non-wall,부대가 성벽에서 성벽이 아닌 곳을 공격할 때 +20%의 피해를 입힙니다
Challenger,도전자
Lucky,럭키
Some people are just lucky,어떤 사람들은 그냥 운이 좋습니다
Treasure Hunter,보물 사냥꾼
Increased chance to find an item when destroying or forcing the surrender of enemy Squads,적 부대를 궤멸시키거나 항복시킬 때 아이템을 발견할 확률이 증가합니다
Arcane Barrier,비전 배리어
Mentor,멘토
Greatly improves leadership growth of subordinates.,부하들의 통솔력 성장이 대폭 향상됩니다
Healing Attuned,치유 동조
Guardian Impulse,가디언 충동
Gain a chance at an extra action for every ally unit below half health at the end of combat,"전투 끝에서, 체력이 절반 이하인 모든 아군 유닛마다 이 유닛은 추가 행동의 기회를 얻습니다"
Executioner,처형자
Overpower,압도
Deal damage to enemy Morale based on difference in STR,힘의 차이에 따라 적 사기에 피해를 가합니다
Vengeance,복수
Bodyguard,호위병
Venerable,공경
Squad Leader cannot be directly targeted unless all other squad members are incapaciated,부대의 다른 유닛들이 모두 전투불능이 되기 전까지 부대장이 직접적인 공격 대상이 될 수 없습니다
Dragon Affinity,용 친숙도
Dragons in squad gain class XP faster,부대의 용들이 병과 경험치를 더 빠르게 얻습니다
Light's Judgement,빛의 심판
"When taking damage in battle, Diana gains Attack Power for the duration of the battle","전투에서 피해를 입을 때, 다이애나는 전투 동안 공격력을 얻습니다"
Garrison,수비대
Damage reduction granted from terrains is increased by 50%,지형으로부터 얻는 피해량 감소가 50% 증가합니다
Soul of Sayunaa,사유나의 영혼
"Once per Phase, Swordfighter, Swordmaster, and Blademaster will automatically strike first on defense"," 차례당 한 번, 검사, 소드마스터, 블레이드마스터는 방어시 자동으로 먼저 공격합니다."
Desert Warrior,사막 전사
Guile,간교한 속임수
Unit bypasses Block and can attack any target,유닛이 가로막음을 우회하고 어떤 대상이든 공격할 수 있습니다
Retainer,심복
Jules takes 50% less damage if within 3 tiles on the tactical map,나리마가 전술 지도상 3타일 이내에 있을 때 줄스는 50% 적은 피해를 입습니다
Tundra Warrior,툰드라 전사
"Squad is immune to negative effects of Blizzard weather and Chill status, and gains bonus evasion in Blizzard weather and Snow terrain","부대가 눈보라 날씨와 냉기 상태이상의 부정적 영향에 면역이 되고, 눈보라 날씨와 눈 지형에서 보너스 회피를 얻습니다"
Feline Acuity,고양이과의 명민함
Massive evasion boost versus stealth attacks,은신 공격 받을 시 회피 대폭 상승
Barek Tor Savagery,바렉 토르의 야만성
"At Night, every attack is an Ambush","밤이면, 모든 공격이 매복이 됩니다"
Scavenger,시체 청소부
Thievery,도둑질
"On combats initiated by my squad, steal a small amount of gold from the primary target based on SKL","내 부대가 개시한 전투에서, 재주에 따라 주요 대상으로부터 소량의 금화를 훔칩니다"
Haughty,거만함
Beatrix is not affected by the morale of her squad,베아트릭스는 자기 부대의 사기에 영향을 받지 않습니다
Shock and Awe,충격과 공포
Donar's Presence,도나르의 현존
Squads within 3 tiles are given a morale boost,3타일 내의 부대에 사기 상승 부여
Shadow,그림자
Squad can move through tiles containing enemy Squads,부대가 적 부대가 들어있는 타일을 이동할 수 있습니다
Hand of Zanatus,자나투스의 손
2x damage to enemy morale from all actions and enemies will not surrender,모든 행동이 적 사기에 두배의 피해를 입히며 적이 항복하지 않게 됩니다
Monarch,군주
Heavy units in Jules's Squad will always Cover him from targeted damage,"줄스의 부대에서 중갑옷 유닛들이 항상 줄스를 보호하여, 줄스를 대상으로 하는 공격을 대신 받습니다"
Mirage,신기루
"Gain an extra attack.  Every attack, and every counter-attack Stefan uses will be a Stealth attack","추가 공격을 얻습니다. 모든 공격에서, 그리고 모든 반격에서 스테판이 은신 공격을 사용하게 됩니다"
Finish the Millenium War!,천년 전쟁의 종식!
The world is behind you! +20 Capacity.  Your hero heals and boosts the morale of all allies within 3 tiles,"세상이 당신의 뒤에 있습니다! +20의 보급. 영웅이 3타일 내의 모든 아군을 치유하고,사기를 북돋웁니다"
Prodigy,영재
"Unit gains 20% bonus to XP, CP, and LDR growth","유닛이 XP, CP, 통솔력 성장에 20% 보너스를 얻습니다"
Mercenary,용병
Unit is solely motivated by a pay day. +2 Capacity cost unless leader,유닛은 월급날만 바라보며 지냅니다. 부대장이 아니면 +2 보급 비용이 듭니다
Non-Commital,무관심함
Unit is beginning to warm up to your cause. +1 Capacity cost,유닛이 당신의 대의에 마음이 동하기 시작합니다.보급 비용 +1
Committed,헌신적
Unit identifies with your cause. -1 Capacity cost,유닛이 당신의 대의에 공감합니다.보급 비용 -1
Loyal,충성
Unit feels fully dedicated to your cause. -2 Capacity cost,유닛이 당신의 대의에 완전히 헌신합니다.보급 비용 -2
"Squad is faster in open terrain, and can move after attacking","부대가 열린 지형에서 더 빨라지고, 공격 후에 이동할 수 있습니다"
"Squad's move is not penalized by rough terrain, moves slightly faster indoors, can hide in and ambush from woods, swamps, and towns","부대는 거친 지형 이동시 페널티가 없으며, 실내에서 약간 빠르게 이동하고, 숲, 늪지, 소도시에서 매복으로 숨을 수 있습니다"
Squad has poor physical conditioning and less battlefield movement,부대의 신체적 능력이 낮아 전장 이동범위가 줄어듭니다
Squad's movement ignores terrain,부대의 이동이 지형을 무시합니다
\\N[8] - Zelos: I have dreamed of this for so long,\\N[8] - 젤로스: 난 이 순간을 오래도록 꿈꿔 왔어
\\N[8] and Zelos developed a deep bond.,\\N[8]와(과) 젤로스가 깊은 유대를 발전시켰습니다.
\\N[8] - Jules: Some things shouldn't stay a secret,\\N[8] - 줄스: 어떤 것들은 비밀로 남아있어선 안 돼
\\N[8] and Jules developed a deep bond.,\\N[8]와(과) 줄스가 깊은 유대를 발전시켰습니다.
\\N[8] - Barnabas: A story 20 years in the making,\\N[8] - 바나바스: 20년이나 걸려 만들어진 이야기
\\N[8] and Barnabas developed a deep bond.,\\N[8]와(과) 바나바스가 깊은 유대를 발전시켰습니다.
"\\N[8] - Stefan: Partners in crime, forever?","\\N[8] - 스테판: 범죄의 파트너, 영원히?"
\\N[8] and Stefan developed a deep bond.,\\N[8]와(과) 스테판이 깊은 유대를 발전시켰습니다.
\\N[8] - Lysander: Intellectual supernova,\\N[8] - 라이샌더: 지적인 초신성
\\N[8] and Lysander developed a deep bond.,\\N[8]와(과) 라이샌더가 깊은 유대를 발전시켰습니다.
\\N[8] - Jaromir: A very straight-forward proposal,\\N[8] - 야로미어: 아주 직접적인 제안
\\N[8] and Jaromir developed a deep bond.,\\N[8]와(과) 야로미어가 깊은 유대를 발전시켰습니다.
\\N[8] - Sybil: I can be your refuge,\\N[8] - 시빌: 내가 너의 피난처가 될 수 있어
\\N[8] and Sybil developed a deep bond.,\\N[8]와(과) 시빌이 깊은 유대를 발전시켰습니다.
\\N[8] - Jules: Fancy meeting you here,\\N[8] - 줄스: 여기서 널 만나다니 놀랍네
\\N[8] and Jules have become friends.,\\N[8]와(과) 줄스가 친구가 되었습니다.
\\N[8] - Barnabas: Mentor or mentee?,\\N[8] - 바나바스: 멘토인가 멘티인가?
\\N[8] - Stefan: Tidereaver scum,\\N[8] - 스테판: 타이드리버 쓰레기
\\N[8] and Stefan have become friends.,\\N[8]와(과) 스테판이 친구가 되었습니다.
\\N[8] - Stefan: Rogue with a heart of gold,\\N[8] - 스테판: 선량한 도적
\\N[8] - Raskuja: Legends of the Barek Tor,\\N[8] - 라스쿠자: 바렉 토르의 전설
\\N[8] and Raskuja have become friends.,\\N[8]와(과) 라스쿠자가 친구가 되었습니다.
\\N[8] - Raskuja: Heart of the jungle,\\N[8] - 라스쿠자: 정글의 심장
\\N[8] - Lysander: Ponderings on modernity,\\N[8] - 라이샌더: 근대성에 대한 숙고
Diana - Stefan: Cannot deny our destiny,다이애나 - 스테판: 우리의 운명을 거스를 순 없어
Diana and Stefan have developed a deep bond.,다이애나와 스테판이 깊은 유대를 발전시켰습니다.
Diana - Lysander: You are better than this,다이애나 - 라이샌더: 당신은 이것보단 나아
Diana and Lysander have become friends.,다이애나와 라이샌더가 친구가 되었습니다.
Diana - Lysander: An impolite inquiry,다이애나 - 라이샌더: 무례한 질문
Diana - Lysander: Subtlety is a lost art,다이애나 - 라이샌더: 미묘함은 잊혀진 기술이지
Diana - Jaromir: Old-fashioned fella,다이애나 - 야로미어: 구식 친구
Diana and Jaromir have developed a deep bond.,다이애나와 야로미어가 깊은 유대를 발전시켰습니다.
Beatrix - Jules: Spending social capital,베아트릭스 - 줄스: 사회적 자본의 사용
Beatrix and Jules have become friends.,베아트릭스와 줄스가 친구가 되었습니다.
Beatrix - Jules: Redheads're nice,베아트릭스 - 줄스: 빨간 머리가 좋아
Beatrix and Jules have developed a deep bond.,베아트릭스와 줄스가 깊은 유대를 발전시켰습니다.
Sybil - Jules: Walk this life with me,시빌 - 줄스: 이 삶은 나와 함께
Sybil and Jules have developed a deep bond.,시빌과 줄스가 깊은 유대를 발전시켰습니다.
Sybil - Barnabas: Still got that spark,시빌 - 바나바스: 아직도 불꽃이
Sybil and Barnabas have developed a deep bond.,시빌과 바나바스가 깊은 유대를 발전시켰습니다.
Abigayle - Zelos: Nice guys never win,아비게일 - 젤로스: 착한 남자는 승산이 없어
Zelos and Abigayle have developed a deep bond.,젤로스와 아비게일이 깊은 유대를 발전시켰습니다.
"Narima - Stefan: Failed pickup artist, part 1","나리마 - 스테판: 실패한 연애 고수, 제 1장"
"Narima - Stefan: Failed pickup artist, part 2","나리마 - 스테판: 실패한 연애 고수, 제 2장"
Edelia - Lysander: Crossing sacred boundaries,에델리아 - 라이샌더: 신성한 선을 넘어
Edelia and Lysander have developed a deep bond.,에델리아와 라이샌더가 깊은 유대를 발전시켰습니다.
Narima - Stefan: Failed pickup art... wait,나리마 - 스테판: 실패한 연애 고수...어라
Narima and Stefan have developed a deep bond.,나리마와 스테판이 깊은 유대를 발전시켰습니다.
Narima - Jules: Only a King to melt her heart,나리마 - 줄스: 왕만이 그녀의 마음을 녹일 수 있어
Narima and Jules have developed a deep bond.,나리마와 줄스가 깊은 유대를 발전시켰습니다.
\\N[8] - Diana: I see the real you...,\\N[8] - 다이애나: 진정한 당신을 봅니다...
Diana and \\N[8] have developed a deep bond.,다이애나와 \\N[8]이(가) 깊은 유대를 발전시켰습니다.
\\N[8] - Diana: Doctrine of the Temple,\\N[8] - 다이애나: 교단의 신조
\\N[8] and Diana have become friends.,\\N[8]와(과) 다이애나가 친구가 되었습니다.
\\N[8] - Diana: Deeper dive into the Nephilim,\\N[8] - 다이애나: 네필림으로의 철저한 분석
\\N[8] - Beatrix: The Pendergast fortune,\\N[8] - 베아트릭스: 펜더가스트의 재산
"\\N[8] - Beatrix: Siren, or Succubus?","\\N[8] - 베아트릭스: 사이렌일까, 서큐버스일까?"
Beatrix \\N[8] have developed a deep bond.,베아트릭스와 \\N[8]이(가) 깊은 유대를 발전시켰습니다.
\\N[8] - Sybil: Why are you so angry?,\\N[8] - 시빌: 왜 이렇게 화가 나 있어?
Sybil and \\N[8] have developed a deep bond.,시빌과 \\N[8]이(가) 깊은 유대를 발전시켰습니다.
\\N[8] - Abigayle: Instant chemistry,\\N[8] - 아비게일: 즉각적인 화학 반응
Abigayle and \\N[8] have developed a deep bond.,아비게일과 \\N[8]이(가) 깊은 유대를 발전시켰습니다.
\\N[8] - Narima: Can we take on the world?,\\N[8] - 나리마: 우리가 세상을 상대할 수 있을까?
Narima and \\N[8] have developed a deep bond.,나리마와 \\N[8]이(가) 깊은 유대를 발전시켰습니다.
\\N[8] - Zelos: Unbreakable together,\\N[8] - 젤로스: 함께라면 부술 수 없는
Zelos and \\N[8] have developed a deep bond.,젤로스와 \\N[8]이(가) 깊은 유대를 발전시켰습니다.
Sybil - Jules: Red oni and blue oni,시빌 - 줄스: 빨간 오니와 파란 오니
Zelos - Barnabas: Master Sergeant forever,젤로스 - 바나바스: 영원한 선임부사관
Zelos and Barnabas have become friends.,젤로스와 바나바스가 친구가 되었습니다.
\\N[8] - Narima: Noble warrior of Sayunaa,\\N[8] - 나리마: 사유나의 귀족 전사
\\N[8] - Abigayle: Princess of the Snow,\\N[8] - 아비게일: 눈의 공주
\\N[8] - Lysander: Shock and awe,\\N[8] - 라이샌더: 충격과 공포
Lysander and \\N[8] have become friends.,라이샌더와 \\N[8]이(가) 친구가 되었습니다.
\\N[8] - Lysander: Different kind of battlefield,\\N[8] - 라이샌더: 다른 종류의 전장
Sybil - Abigayle: Bonded,시빌 - 아비게일: 결속됨
Sybil and Abigayle have become blood sisters.,시빌과 아비게일이 피의 자매가 되었습니다.
Abigayle will cost half Capacity in Sybil's Squad.,아비게일은 시빌의 부대에 있을 때 보급 비용이 절반이 됩니다.
Sybil will cost half Capacity in Abigayle's Squad.,시빌은 아비게일의 부대에 있을 때 보급 비용이 절반이 됩니다.
Beatrix - Lysander: What's your angle?!,베아트릭스 - 라이샌더: 속셈이 뭐지?!
Diana - Zelos: Demons of dark and light,다이애나 - 젤로스: 어둠과 빛의 악마들
\\N[8] - Beatrix: Is this the real you?,\\N[8] - 베아트릭스: 이게 진정한 당신인가?
"Barnabas - Zelos: Son, and I am disappoint","바나바스 - 젤로스: 자네, 정말 실망이야"
Stefan - Diana: Broken,스테판 - 다이애나: 부서짐
Stefan - Lysander: Airships,스테판 - 라이샌더: 비행선들
Stefan and Lysander have become friends.,스테판과 라이샌더가 친구가 되었습니다.
Sybil - Diana: Self Sabotage,시빌 - 다이애나: 자기 파괴
Stefan - Abigayle: Last flame of Donar,스테판 - 아비게일: 도나르의 마지막 불꽃
Stefan has been friend-zoned.,스테판이 '좋은 남사친'이 되었습니다.
\\N[8] - Jaromir: Bulwark of the North,\\N[8] - 야로미어: 북쪽의 방어벽
Jules - Barnabas: Patience,줄스 - 바나바스: 인내
Sybil - Barnabas: Friendly Ribbing?,시빌 - 바나바스: 친근한 놀리기?
Sybil and Barnabas have become friends.,시빌과 바나바스가 친구가 되었습니다.
Stefan - Diana: Keeping Up Appearances,스테판 - 다이애나: 겉치레
\\N[8] - Lysander: White Flag of War,\\N[8] - 라이샌더: 전쟁의 백기
Narima - Jules: Ghosts of Ezrum,나리마 - 줄스: 에즈룸의 귀신들
Narima - Jaromir: Of the Snow and Sand,나리마 - 야로미어: 눈과 모래의
Narima and Jaromir have become friends.,나리마와 야로미어가 친구가 되었습니다.
"Jules - Barnabas: Melmonde, Sweet Home","줄스 - 바나바스: 멜몬드, 행복한 집"
Jules and Barnabas have become friends.,줄스와 바나바스가 친구가 되었습니다.
Beatrix - Lysander: Wha... Really?!,베아트릭스 - 라이샌더: 뭐... 정말?!
Beatrix and Lysander have developed a deep bond.,베아트릭스와 라이샌더가 깊은 유대를 발전시켰습니다.
Academy of War,전쟁 대학
Tactics and Command,전술과 명령
Crafts and Technology,제작과 기술
Apprentice Training,견습생 훈련
Unlocks a recruitment slot for apprentices.,견습생 모집 슬롯이 잠금 해제됩니다.
Mentorship,멘토십
"Non-leader Units in Squads now gain LDR at a modest rate, up to below 10 of the Squad Leader's current LDR stat.","부대장이 아닌 유닛들이 이제 보통 수준으로 통솔력을 획득합니다.  부대원의 통솔력 획득 최대 한계는, 부대장의 현재 통솔력 능력치 -10 입니다."
Merchant Envoys,상인 특사
"Expands the Mercenary and Item Trader pools, giving us more opportunity to hire experienced warriors and purchase exotic Artifacts.","용병 및 아이템 거래량을 늘려서, 경험 많은 전사를 고용하고 이국적인 유물을 구입할 수 있는 기회가 더 생깁니다."
Zones of Control,제어 구역
Enemy squads incur a movement penalty when moving between tiles that are adjacent to our Infantry type squads.,적의 부대가 보병 타입 부대와 인접한 타일 사이를 이동할 때 이동 페널티를 받습니다.
Battle Medics,야전 의무병
All 'Support' classes gain +20 Maximum HP.,모든 ‘지원’ 병과가 +20 최대 체력을 얻습니다.
Army Stables,군용 마구간
"It is now easier for our Cavalry Squads to achieve a Charge attack. Instead of requiring having moved 7 tiles before attacking, now they can move 6 tiles to achieve the same effect.","이제 기병 부대가 돌진 공격하기 더 쉬워집니다. 공격 전에 7타일 대신, 이제 6타일만 이동해도 돌격이 발동합니다."
Mixed Unit Tactics,혼합 유닛 전술
"Each unit gains +3 Weapon Power for each unit of a different type added to the Squad, starting with the 2nd unit type.","부대에 서로 다른 유닛 유형이 있을 시, 두 번째 유닛 유형부터 세기 시작해서, 다양한 각 유닛 유형마다 부대의 유닛은 +3의 무기 능력치를 얻습니다."
Identify Command Structure,지휘 구조 식별
We now have the ability to use the 'Target Leader' attack type.,이제 ‘부대장 집중공격’ 공격 유형을 이용할 수 있습니다.
Psych Warfare,심리전
Defeating enemy squad leader causes even more Morale damage.,적 부대장을 꺾으면 사기 피해를 더 유발합니다.
Standing Army,상비군
"All new Conscripts start at +1 Level, and with half Class Mastery of their starting class.","모든 새로운 징집병이 +1 레벨, 시작 병과의 병과 숙련도 절반으로 시작합니다."
Adept Artificer,능숙한 기능공
"Unlocks a second Artifact slot, allowing us to further customize our squads.","두 번째 유물 슬롯이 잠금 해제되어, 부대를 더 취향대로 설정할 수 있게 됩니다."
Crossbow Forging,석궁 단조
"We can now construct Crossbows, unlocking the Crossbowmen class.","이제 석궁을 만들 수 있어, 석궁병 병과가 잠금 해제됩니다."
Adept Metallurgy,전문 금속학
Grants Heavy Infantry and Heavy Cavalry +25 MaxHP.,중보병과 중기병이 +25 최대 체력을 얻습니다.
Steel Forging,강철 주조
Improved Steel Plate Armor grants our Heavy Infantry and Heavy Cavalry +5 Armor.,개선된 강철 판금 갑옷으로 중보병과 중기병의 방어력이 +5가 됩니다.
Journeyman Leathercraft,직인의 가죽공예
"Our Light Armor has advanced, enhancing the Armor of all Light Infantry, Light Cavalry, Archery, and Firearms units gain +5 Armor.","경갑옷이 향상되어, 모든 경보병, 경기병, 궁수, 화기 유닛에 +5 방어구가 부여됩니다."
Dragon Trainer,용 훈련사
"Familiarity with Dracology has given our Drakelings, Dragons, and Dragon Riders 25% faster Class Mastery gain from combat and a slightly increased chance to appear as mercenaries.","용학에 익숙해져 새끼 용, 용, 용기수가 전투에서 병과 숙련도가 25% 빨라지고, 용병으로 나타날 확률이 약간 증가합니다."
Martial Traditions,무술 전통
All units gain Class Mastery 15% faster.,모든 유닛의 병과 숙련도가 15% 빠르게 올라갑니다.
Warhorse Husbandry,전투마 축산
"Advanced breeding techniques have resulted in larger, hardier war horses. All Cavalry gains +50 Maximum HP.",고급 사육 기술로 더 몸집이 크고 튼튼한 전투마가 태어납니다. 모든 기병에 +50 최대 체력이 부여됩니다.
Sisterhood of Justice,정의의 자매회
"Acolytes, Paladins, Valkyries, Exemplar, and Titan receive an additional bonus to Magic Resistance based on a portion of their Armor.","견습 성기사, 성기사, 발키리, 수석 성기사, 타이탄이 방어구의 일정 부분에 따라 마법 저항력에 추가 보너스를 받습니다."
Sisterhood of Mercy,자비의 자매회
"Medic, Priestess, Templar, Hospitaller take 25% less damage with Paladin, Valkyrie, Exemplar or Titan in the same Squad","의무병, 여사제, 수호사제, 간호단은 같은 부대에 성기사, 발키리, 수석 성기사나 타이탄이 있을 시 25% 적은 피해를 입습니다."
Strategic Maneuvers,전략 기동
Cavalry squads now deal significant Morale damage when attacking with a Charge Attack.,기병 부대가 이제 돌격 공격으로 상당한 사기 피해를 입힙니다.
Polearm Mastery,장창 숙련
Polearm units now grant bonus attack and defense versus melee to any adjacent unit.,장창 유닛이 이제 인접한 아군 유닛에 근접 공격 관련 보너스 공격력과 방어력을 부여합니다.
Adaptive Battlefield Command,적응형 전장 지휘
We now have the ability to use the 'Aggressive' and 'Cautious' attack types.,이제 ‘공격적’과 ‘신중’ 공격 유형을 활용할 수 있습니다.
Popular Support,대중의 지지
"Squads gain a Morale bonus when within 3 tiles of a Base, Village, or Town owned by our faction.","부대가 우리 진영이 소유한 기지, 마을, 혹은 소도시에서 3타일 안에 있을 때 사기 보너스를 얻습니다."
Advanced Archery Technique,고급 궁술
+1 arrows fired (from 3 to 4) by Archery units at 2 or more range.,2타일 이상 범위에서 궁수 유닛들이 +1 화살을 발사합니다. (3에서 4로 늘어남)
Journeyman Artificer,직인 기능공
"Unlocks a 3rd Artifact slot, allowing us maximum customizability for our squads.","세 번째 유물 슬롯이 잠금 해제되어, 우리 부대에 최대한의 맞춤화 능력을 제공합니다."
Advanced Crossbows,고급 석궁
Crossbowmen and Rangers gain an additional 25% bonus damage against Heavy Infantry and Heavy Cavalry.,석궁병과 레인저가 중보병과 중기병에 대해 추가 25%의 보너스 피해를 입힙니다.
Advanced Material Science,고급 신소재 과학
Grants Heavy Infantry and Heavy Cavalry +25 Max HP for a cumulative effect of +50. Unlocks powerful firearms technologies.,중보병과 중기병이 +25 최대 체력을 추가로 얻어 도합 +50 추가 체력을 받습니다. 강력한 화기 기술을 잠금 해제합니다.
Obsidian Forging,흑요석 제련
"Now that we have a grasp on the powerful and rare metal named Obsidian, we can use it to enhance our existing Steel Plate Armor, granting Heavy Infantry and Heavy Cavalry an additional +5 Armor.","이제 강력하고 희귀한 흑요석이란 금속을 손에 넣었으니, 이를 이용하여 기존의 강철 판금 갑옷을 강화할 수 있습니다. 중보병과 중기병이 추가 +5의 방어구를 얻습니다."
Behemoth Leather Armor,베헤모스의 가죽 갑옷
"Using hides from the fearsome Behemoth, we can further enhance our Light Armor. Light Infantry, Light Cavalry, Archers, and Firearms gain an additional +5 to Armor.","두려운 베헤모스의 가죽을 사용하여, 경갑옷을 더 강화할 수 있습니다. 경보병, 경기병, 궁수, 총병이 추가 +5의 방어구를 얻습니다."
Mage Regiments,마도병 연대
"All 'Magician' and 'Support' classes are now of the 'Normal' unit type rather than 'Slow', and Magician attacks decay in power more slowly when used consecutively.","모든 ‘마법사’와 ‘지원’ 병과가 이제 ‘느림’ 대신 ‘일반’ 유닛 유형이 되고, 마법사의 공격이 연속적으로 사용됐을 때 위력이 보다 천천히 떨어집니다."
Magician's Initiative,마법사의 기선제압
Spells that have a charge-up turn can now be cast on the first turn of battle when on offense.,충전형 주문을 이제 공격 시 전투의 첫 번째 턴에서 시전할 수 있습니다.
Hex Mastery,저주 숙련도
Status effects from Magician and Dragon breath attacks have an increased chance to be inflicted.,마법사와 용의 숨결 공격의 상태이상이 이제 적용될 가능성이 높아집니다.
Spirit Piercing,정신 관통
Magician and Dragon breath attacks ignore 25% of the target's resistance.,마법사와 용의 숨결 공격이 대상의 저항력의 25%를 무시합니다.
Advanced Mobile Warfare,고급 기동 전쟁
Dragoons are now 'Light Cavalry' move type.,총기병이 이제 ‘경기병’ 이동 유형이 됩니다.
Advanced Flanking,고급 측면 공격
+15% Attack power when engaging in close range battles for each allied squad that is adjacent to the target enemy squad.,대상 적 부대에 인접한 각 아군 부대 당 근접 전투에 들어갈 때 +15%의 공격력
Optimized Tactics,전술 최적화
Improves effects of most special tactics.,특수 공격 유형 대부분의 효과가 개선됩니다
Supply Chain Mastery,보급망 숙련
"Villages, Towns, Castles, and Bases held by our faction now provide healing to our Squads within 3 tiles every turn.","우리 진영의 손에 들어온 마을, 소도시, 성, 기지가 이제 매 턴 3타일 내에 있는 우리 부대를 치유합니다."
Archer General,궁수 장군
"All 'Archery' classes are now of the 'Light' unit type, a massive advantage to mobility and ambushes.","모든 ‘궁수’ 병과가 이제 ‘가벼움’ 유닛 유형이 되어, 기동성과 매복에 엄청난 이득이 생깁니다."
Master Artificer,장인 기능공
All Artifacts cost -1 Capacity.,모든 유물의 보급 비용 -1.
Grapeshot,포도탄
Artillery attacks have increased splash radius and damage.,포병 공격의 폭파 범위와 피해가 증가합니다.
Gunsmithing,화기 제작
"We are now able to manufacture guns and cannons. Unlocks the Gunner, Dragoon, and Siege Cannon classes.","이제 총과 대포를 제조할 수 있습니다. 총병, 총기병, 공성 대포 병과가 잠금 해제됩니다."
Breech-Loading Gun,후미장전포
'Gunner' units and Artillery are no longer negatively affected by weather.,‘총병’ 유닛과 포병대가 이제 날씨에 부정적인 영향을 받지 않습니다.
Dragon Bond,용 유대
"Unlocks the Dragon Rider class. The ultimate unit type, allowing us to control Dragon flight ability to take to the skies.","용기수 병과가 잠금 해제됩니다. 궁극의 유닛 유형으로, 제공권을 장악하는 용 비행 부대를 다룰 수 있게 됩니다."
Grand Army,군단
ALL squads in the army gain +10 capacity limit.,군대의 모든 부대의 보급 한계가 +10 늘어납니다.
Professionalism,전문성
"New Conscripts start with mastery of all available Tier 1 classes, start with +3 Levels, and with full Loyalty to your cause.","새로운 징집병이 모든 티어 1 병과 숙련도를 완전히 가지게 되며, +3 레벨로 시작하고, 당신의 대의에 완전히 충성합니다."
Musketeering,총사대
Advanced firearm techniques grant our Gunners and Dragoons an additional attack.,고급 화기 기술이 우리 총병과 총기병들에게 추가 공격을 부여합니다.
Industrial Furnace,산업용 용광로
"We are now able to maintain high-energy blast furnaces, allowing for far more efficient processing of materials. -1 Iron and Obsidian costs for all units.","이제 고화력 용광로를 유지할 수 있어, 재료 처리 효율성이 대폭 높아집니다. 모든 유닛의 철과 흑요석 비용 -1."
Rifled Artillery,강선 포병대
+1 Range to Siege Cannons.,공성 대포 공격 범위 +1타일.
Hero has fallen in battle,영웅이 전투에서 쓰러졌습니다
