Heavy units in Jules's Squad will always Cover him from targeted damage,朱尔斯小队中的重装单位总是会掩护他免受目标伤害
Mirage,销声匿影
"Gain an extra attack.  Every attack, and every counter-attack Stefan uses will be a Stealth attack",额外攻击一次。 斯泰凡的每一次攻击和反击都是潜行攻击
Finish the Millenium War!,终结千年战争！
The world is behind you! +20 Capacity.  Your hero heals and boosts the morale of all allies within 3 tiles,整个世界都支持你！ 规模+20。英雄治疗3个格子内的所有友军并提高他们的士气
Prodigy,聪明过人
"Unit gains 20% bonus to XP, CP, and LDR growth",单位获得20%的经验、职业经验和统率增长加成
Mercenary,雇佣兵
Unit is solely motivated by a pay day. +2 Capacity cost unless leader,单位只对赚钱感兴趣。占用规模+2（除非是队长）
Non-Committal,不置可否
Unit is beginning to warm up to your cause. +1 Capacity cost,单位开始对你的事业感兴趣。占用规模+1
Committed,尽心尽力
Unit identifies with your cause. -1 Capacity cost,单位认同你的事业。占用规模-1
Loyal,忠心耿耿
Unit feels fully dedicated to your cause. -2 Capacity cost,单位愿意为你的事业而献身。占用规模-2
"Squad is faster in open terrain, and can move after attacking",小队在开阔地形的速度更快，攻击后可以移动
"Squad's move is not penalized by rough terrain, moves slightly faster indoors, can hide in and ambush from woods, swamps, and towns",小队移动不受崎岖地形的影响，在室内移动速度稍快，可以隐藏在树林、沼泽和城镇中并进行伏击
Squad has poor physical conditioning and less battlefield movement,小队的身体素质差，战场机动能力低
Squad's movement ignores terrain,小队移动无视地形
\\N[8] - Zelos: I have dreamed of this for so long,\\N[8] - 泽洛斯：我梦寐以求很久了
\\N[8] and Zelos developed a deep bond.,\\N[8]和泽洛斯结下了深厚的感情。
\\N[8] - Jules: Some things shouldn't stay a secret,\\N[8] - 朱尔斯：有些事不应该成为秘密
\\N[8] and Jules developed a deep bond.,\\N[8]和朱尔斯结下了深厚的感情。
\\N[8] - Barnabas: A story 20 years in the making,\\N[8] - 巴纳巴斯：酝酿了20年的故事
\\N[8] and Barnabas developed a deep bond.,\\N[8]和巴纳巴斯结下了深厚的感情。
"\\N[8] - Stefan: Partners in crime, forever?",\\N[8] - 斯泰凡：永远的犯罪伙伴？
\\N[8] and Stefan developed a deep bond.,\\N[8]和斯泰凡结下了深厚的感情。
\\N[8] - Lysander: Intellectual supernova,\\N[8] - 莱森德：知识超新星
\\N[8] and Lysander developed a deep bond.,\\N[8]和莱森德结下了深厚的感情。
\\N[8] - Jaromir: A very straight-forward proposal,\\N[8] - 贾洛米：直接的提议
\\N[8] and Jaromir developed a deep bond.,\\N[8]和贾洛米结下了深厚的感情。
\\N[8] - Sybil: I can be your refuge,\\N[8] - 茜比尔。成为你的港湾
\\N[8] and Sybil developed a deep bond.,\\N[8]和茜比尔结下了深厚的感情。
\\N[8] - Jules: Fancy meeting you here,\\N[8] - 朱尔斯：有缘在此相会
\\N[8] and Jules have become friends.,\\N[8] 和朱尔斯成为了朋友。
\\N[8] - Barnabas: Mentor or mentee?,\\N[8] - 巴纳巴斯：师傅还是徒弟？
\\N[8] - Stefan: Tidereaver scum,\\N[8] - 斯泰凡：噬浪团渣滓
\\N[8] and Stefan have become friends.,\\N[8] 和斯泰凡成为了朋友。
\\N[8] - Stefan: Rogue with a heart of gold,\\N[8] - 斯泰凡：盗贼的赤子之心
\\N[8] - Raskuja: Legends of the Barek Tor,\\N[8] - 拉斯库亚：兽人的传说
\\N[8] and Raskuja have become friends.,\\N[8] 和拉斯库亚成为了朋友。
\\N[8] - Raskuja: Heart of the jungle,\\N[8] - 拉斯库亚：丛林之心
\\N[8] - Lysander: Ponderings on modernity,\\N[8] - 莱森德：对现代的思考
Diana - Stefan: Cannot deny our destiny,戴安娜 - 斯泰凡：无法否认的命运
Diana and Stefan have developed a deep bond.,戴安娜和斯泰凡结下了深厚的感情。
Diana - Lysander: You are better than this,戴安娜 - 莱森德：你比这更好
Diana and Lysander have become friends.,戴安娜和莱森德成了朋友。
Diana - Lysander: An impolite inquiry,戴安娜 - 莱森德：无礼的问题
Diana - Lysander: Subtlety is a lost art,戴安娜 - 莱森德：微妙是一种失落的艺术
Diana - Jaromir: Old-fashioned fella,戴安娜 - 贾洛米：古板的家伙
Diana and Jaromir have developed a deep bond.,戴安娜和贾洛米结下了深厚的感情。
Beatrix - Jules: Spending social capital,碧翠丝 - 朱尔斯：花费社会资本
Beatrix and Jules have become friends.,碧翠丝和朱尔斯成了朋友。
Beatrix - Jules: Redheads're nice,碧翠丝 - 朱尔斯：红头发的人都不错
Beatrix and Jules have developed a deep bond.,碧翠丝和朱尔斯结下了深厚的感情。
Sybil - Jules: Walk this life with me,茜比尔 - 朱尔斯：一生同行
Sybil and Jules have developed a deep bond.,茜比尔和朱尔斯结下了深厚的感情。
Sybil - Barnabas: Still got that spark,茜比尔 - 巴纳巴斯：仍然有那种火花
Sybil and Barnabas have developed a deep bond.,茜比尔和巴纳巴斯结下了深厚的感情。
Abigayle - Zelos: Nice guys never win,阿比盖尔 - 泽洛斯：好人永远不会赢
Zelos and Abigayle have developed a deep bond.,泽洛斯和阿比盖尔结下了深厚的感情。
"Narima - Stefan: Failed pickup artist, part 1",娜瑞玛 - 斯泰凡：失败的把妹达人（1）
"Narima - Stefan: Failed pickup artist, part 2",娜瑞玛 - 斯泰凡：失败的把妹达人（2）
Edelia - Lysander: Crossing sacred boundaries,伊迪莉娅 - 莱森德：跨越神圣的边界
Edelia and Lysander have developed a deep bond.,伊迪莉娅和莱森德结下了深厚的感情。
Narima - Stefan: Failed pickup art... wait,娜瑞玛 - 斯泰凡：失败的把妹……等等
Narima and Stefan have developed a deep bond.,娜瑞玛和斯泰凡结下了深厚的感情。
Narima - Jules: Only a King to melt her heart,娜瑞玛 - 朱尔斯：只有王才能俘获她的心
Narima and Jules have developed a deep bond.,娜瑞玛和朱尔斯结下了深厚的感情。
\\N[8] - Diana: I see the real you...,\\N[8] - 戴安娜：我看到了真正的你……
Diana and \\N[8] have developed a deep bond.,戴安娜和\\N[8]结下了深厚的感情。
\\N[8] - Diana: Doctrine of the Temple,\\N[8] - 戴安娜：圣殿的教义
\\N[8] and Diana have become friends.,\\N[8]和戴安娜成了朋友。
\\N[8] - Diana: Deeper dive into the Nephilim,\\N[8] - 戴安娜：深入了解圣灵
\\N[8] - Beatrix: The Pendergast fortune,\\N[8] - 碧翠丝：潘德加斯特的财富
"\\N[8] - Beatrix: Siren, or Succubus?",\\N[8] - 碧翠丝：海妖还是魅魔？
Beatrix \\N[8] have developed a deep bond.,碧翠丝和\\N[8]结下了深厚的感情。
\\N[8] - Sybil: Why are you so angry?,\\N[8] - 茜比尔。你为什么这么生气？
Sybil and \\N[8] have developed a deep bond.,茜比尔和\\N[8]结下了深厚的感情。
\\N[8] - Abigayle: Instant chemistry,\\N[8] - 阿比盖尔：一见钟情
Abigayle and \\N[8] have developed a deep bond.,阿比盖尔和\\N[8]结下了深厚的感情。
\\N[8] - Narima: Can we take on the world?,\\N[8] - 娜瑞玛：我们能撑起这片天吗？
Narima and \\N[8] have developed a deep bond.,娜瑞玛和\\N[8]结下了深厚的感情。
\\N[8] - Zelos: Unbreakable together,\\N[8] - 泽洛斯：牢不可破的关系
Zelos and \\N[8] have developed a deep bond.,泽洛斯\\N[8]结下了深厚的感情。
Sybil - Jules: Red oni and blue oni,茜比尔 - 朱尔斯：红鬼和蓝鬼
Zelos - Barnabas: Master Sergeant forever,泽洛斯 - 巴纳巴斯：永远的军士
Zelos and Barnabas have become friends.,泽洛斯和巴纳巴斯成为了朋友。
\\N[8] - Narima: Noble warrior of Sayunaa,\\N[8] - 娜瑞玛：萨育纳的高贵战士
\\N[8] - Abigayle: Princess of the Snow,\\N[8] - 阿比盖尔：雪之公主
\\N[8] - Lysander: Shock and awe,\\N[8] - 莱森德：口径即正义
Lysander and \\N[8] have become friends.,莱森德和\\N[8]成为了朋友。
\\N[8] - Lysander: Different kind of battlefield,\\N[8] - 莱森德：不一样的战场
Sybil - Abigayle: Bonded,茜比尔 - 阿比盖尔：羁绊
Sybil and Abigayle have become blood sisters.,茜比尔和阿比盖尔已经成为血浓于水的姐妹。
Abigayle will cost half Capacity in Sybil's Squad.,阿比盖尔在茜比尔的小队仅占用一半的规模。
Sybil will cost half Capacity in Abigayle's Squad.,茜比尔在阿比盖尔的小队仅占用一半的规模。
Beatrix - Lysander: What's your angle?!,碧翠丝 - 莱森德：你的目的是什么？！
Diana - Zelos: Demons of dark and light,戴安娜 - 泽洛斯：黑暗与光明的恶魔
\\N[8] - Beatrix: Is this the real you?,\\N[8] - 碧翠丝：这是真正的你吗？
"Barnabas - Zelos: Son, and I am disappoint",巴纳巴斯 - 泽洛斯：年轻人，我很失望
Stefan - Diana: Broken,斯泰凡 - 戴安娜：破碎
Stefan - Lysander: Airships,斯泰凡 - 莱森德飞艇
Stefan and Lysander have become friends.,斯泰凡和莱森德成了朋友。
Sybil - Diana: Self Sabotage,茜比尔 - 戴安娜：自我毁灭
Stefan - Abigayle: Last flame of Donar,斯泰凡 - 阿比盖尔：多纳尔的最后火焰
Stefan has been friend-zoned.,斯泰凡被发了好人卡。
\\N[8] - Jaromir: Bulwark of the North,\\N[8] - 贾洛米：北部坚堡
Jules - Barnabas: Patience,朱尔斯 - 巴纳巴斯：耐心
Sybil - Barnabas: Friendly Ribbing?,茜比尔 - 巴纳巴斯：善意的玩笑？
Sybil and Barnabas have become friends.,茜比尔和巴纳巴斯成了朋友。
Stefan - Diana: Keeping Up Appearances,斯泰凡 - 戴安娜：保持体面
\\N[8] - Lysander: White Flag of War,\\N[8] - 莱森德：战地白旗
Narima - Jules: Ghosts of Ezrum,娜瑞玛 - 朱尔斯：艾泽拉姆的幽灵
Narima - Jaromir: Of the Snow and Sand,娜瑞玛 - 贾洛米：雪与沙
Narima and Jaromir have become friends.,娜瑞玛和贾洛米成了朋友。
"Jules - Barnabas: Melmonde, Sweet Home",朱尔斯 - 巴纳巴斯：梅尔蒙德，甜蜜的家
Jules and Barnabas have become friends.,朱尔斯和巴纳巴斯成为了朋友。
Beatrix - Lysander: Wha... Really?!,碧翠丝 - 莱森德：什……真的吗？！
Beatrix and Lysander have developed a deep bond.,碧翠丝和莱森德结下了深厚的感情。
Academy of War,战争学院
Tactics and Command,战术和指挥
Crafts and Technology,工艺与技术
Apprentice Training,学徒训练
Unlocks a recruitment slot for apprentices.,解锁招募学徒的栏位。
Mentorship,导师制度
"Non-leader Units in Squads now gain LDR at a modest rate, up to below 10 of the Squad Leader's current LDR stat.",小队内非队长单位现在可以以适中速率获得统帅经验，以此方式达到的统帅值最高比小队长的低10点。
Merchant Envoys,商人特使
"Expands the Mercenary and Item Trader pools, giving us more opportunity to hire experienced warriors and purchase exotic Artifacts.",招募雇佣兵和从交易商购买物品的范围扩大，出现经验丰富的勇士或者外国神器的机会更大。
Zones of Control,控制区域
Enemy squads incur a movement penalty when moving between tiles that are adjacent to our Infantry type squads.,敌方小队在与我方步兵小队相邻的地块之间移动时，会产生移动惩罚。
Battle Medics,战地医疗
All 'Support' classes gain +20 Maximum HP.,全部“辅助”职业最大生命值+20。
Army Stables,军用马厩
"It is now easier for our Cavalry Squads to achieve a Charge attack. Instead of requiring having moved 7 tiles before attacking, now they can move 6 tiles to achieve the same effect.",骑兵小队更容易冲刺攻击。攻击前不再需要移动7个格子，现在移动6个格子也可以达到相同效果。
Mixed Unit Tactics,混合部队战术
"Each unit gains +3 Weapon Power for each unit of a different type added to the Squad, starting with the 2nd unit type.",从二阶单位类型开始，队伍中每增加一个不同类型的单位，都会获得+3的武器力量。
Identify Command Structure,识别指挥
We now have the ability to use the 'Target Leader' attack type.,现在可以使用“集火队长”攻击方式。
Psych Warfare,心理战
Defeating enemy squad leader causes even more Morale damage.,击败敌方小队队长对士气造成更多伤害。
Standing Army,常备军
"All new Conscripts start at +1 Level, and with half Class Mastery of their starting class.",所有征召兵的等级+1，而且其起始职业已经积累了一半的职业经验。
Adept Artificer,熟练工匠
"Unlocks a second Artifact slot, allowing us to further customize our squads.",解锁第二个神器栏，可以进一步自定义我方小队。
Crossbow Forging,弩箭锻造
"We can now construct Crossbows, unlocking the Crossbowmen class.",现在可以打造弩箭，解锁弩手。
Adept Metallurgy,精通冶金
Grants Heavy Infantry and Heavy Cavalry +25 MaxHP.,重步兵和重骑兵最大生命值+25。
Steel Forging,钢铁冶炼
Improved Steel Plate Armor grants our Heavy Infantry and Heavy Cavalry +5 Armor.,改进钢板护甲，我方重步兵和重骑兵的护甲+5。
Journeyman Leathercraft,职业皮匠
"Our Light Armor has advanced, enhancing the Armor of all Light Infantry, Light Cavalry, Archery, and Firearms units gain +5 Armor.",改进轻甲，所有轻步兵、轻骑兵、弓兵和火器单位的护甲+5。
Dragon Trainer,驯龙高手
"Familiarity with Dracology has given our Drakelings, Dragons, and Dragon Riders 25% faster Class Mastery gain from combat and a slightly increased chance to appear as mercenaries.",更了解龙，使我方幼龙、龙和龙骑士从拼杀中多获取25%的职业经验，他们以雇佣兵的身份出现的机会也略微提高。
Martial Traditions,武术传承
All units gain Class Mastery 15% faster.,所有单位获得职业经验的速度提高15%。
Warhorse Husbandry,战马培育
"Advanced breeding techniques have resulted in larger, hardier war horses. All Cavalry gains +50 Maximum HP.",改进培育技术，产出更大、更强壮的战马。所有骑兵的最大生命值+50。
Sisterhood of Justice,正义修女会
"Acolytes, Paladins, Valkyries, Exemplar, and Titan receive an additional bonus to Magic Resistance based on a portion of their Armor.",侍僧、圣骑士、女武神、楷模和泰坦会根据自身的一部分护甲额外获得魔抗加成。
Sisterhood of Mercy,慈悲修女会
"Medic, Priestess, Templar, Hospitaller take 25% less damage with Paladin, Valkyrie, Exemplar or Titan in the same Squad",医疗兵、女祭司、圣疗者、疗骑士与圣骑士、女武神、楷模或泰坦在同一小队时，受到的伤害减少25%。
Strategic Maneuvers,战略机动
Cavalry squads now deal significant Morale damage when attacking with a Charge Attack.,大幅提升骑兵小队发动冲刺攻击时对士气造成的伤害。
Polearm Mastery,长柄精通
Polearm units now grant bonus attack and defense versus melee to any adjacent unit.,长柄单位现在能为附近己方单位提供对敌方近战单位的攻击与防御加成。
Adaptive Battlefield Command,战场指挥多面手
We now have the ability to use the 'Aggressive' and 'Cautious' attack types.,现在可以使用“冲锋陷阵”和“谨慎行事”攻击方式。
Popular Support,大众支持
"Squads gain a Morale bonus when within 3 tiles of a Base, Village, or Town owned by our faction.",小队在我方营地、村庄或者城镇周围的3个格子内获得士气加成。
Advanced Archery Technique,高级射箭技术
+1 arrows fired (from 3 to 4) by Archery units at 2 or more range.,弓兵部队在2格外射出的箭矢数量+1（从3到4）。
Journeyman Artificer,职业工匠
"Unlocks a 3rd Artifact slot, allowing us maximum customizability for our squads.",解锁第三个神器栏，可以完全自定义我方小队。
Advanced Crossbows,高级弩箭
Crossbowmen and Rangers gain an additional 25% bonus damage against Heavy Infantry and Heavy Cavalry.,弩手和游侠对重步兵和重骑兵有额外25%的伤害加成。
Advanced Material Science,高级材料学
Grants Heavy Infantry and Heavy Cavalry +25 Max HP for a cumulative effect of +50. Unlocks powerful firearms technologies.,重步兵和重骑兵最大生命+25，累积效果为+50。解锁强力的火器技术
Obsidian Forging,黑曜石冶炼
"Now that we have a grasp on the powerful and rare metal named Obsidian, we can use it to enhance our existing Steel Plate Armor, granting Heavy Infantry and Heavy Cavalry an additional +5 Armor.",我们掌控了强大而稀有的金属，黑曜石。钢板盔甲得到加强，重步兵和重骑兵的护甲+5。
Behemoth Leather Armor,巨兽皮甲
"Using hides from the fearsome Behemoth, we can further enhance our Light Armor. Light Infantry, Light Cavalry, Archers, and Firearms gain an additional +5 to Armor.",利用巨兽的皮毛，进一步加强轻型护甲。轻步兵、轻骑兵、弓箭手和火器的护甲+5。
Mage Regiments,法师军团
"All 'Magician' and 'Support' classes are now of the 'Normal' unit type rather than 'Slow', and Magician attacks decay in power more slowly when used consecutively.",所有“法师”和“辅助”职业的单位类型不再是'慢速'，而是“普通”。法师在连续攻击时，法术威力衰减得更慢。
Magician's Initiative,法师主动
Spells that have a charge-up turn can now be cast on the first turn of battle when on offense.,需要充能一回合的法术现在可以在进攻时的第一回合施放。
Hex Mastery,施法精通
Status effects from Magician and Dragon breath attacks have an increased chance to be inflicted.,法师攻击和龙息更有可能施加状态效果。
Spirit Piercing,灵魂穿刺
Magician and Dragon breath attacks ignore 25% of the target's resistance.,法师攻击和龙息无视目标25%的抗性。
Advanced Mobile Warfare,先进机动战
Dragoons are now 'Light Cavalry' move type.,龙骑兵现在属于“轻骑兵”。
Advanced Flanking,先进侧翼战
+15% Attack power when engaging in close range battles for each allied squad that is adjacent to the target enemy squad.,近距离作战时，所交战的敌方小队旁边每有一支我方小队，本小队攻击力即+15%
Optimized Tactics,优化战术
Improves effects of most special tactics.,增强大多数特殊战术的效果。
Supply Chain Mastery,供应链精通
"Villages, Towns, Castles, and Bases held by our faction now provide healing to our Squads within 3 tiles every turn.",我方村庄、城镇、城堡和营地每回合都会治疗周围3个格子内的小队。
Archer General,弓兵将领
"All 'Archery' classes are now of the 'Light' unit type, a massive advantage to mobility and ambushes.",所有“弓兵”职业现在为“轻型”单位，在机动性和伏击方面都有巨大的优势。
Master Artificer,工匠大师
All Artifacts cost -1 Capacity.,所有神器占用规模-1。
Grapeshot,砾石弹
Artillery attacks have increased splash radius and damage.,炮弹攻击的溅射半径和伤害都有所增加。
Gunsmithing,枪械制造
"We are now able to manufacture guns and cannons. Unlocks the Gunner, Dragoon, and Siege Cannon classes.",现在能够生产枪支和大炮。解锁火枪兵、龙骑兵和攻城炮。
Breech-Loading Gun,后膛炮
'Gunner' units and Artillery are no longer negatively affected by weather.,“火枪兵”单位和炮兵不再受到天气的负面影响。
Dragon Bond,龙的传人
"Unlocks the Dragon Rider class. The ultimate unit type, allowing us to control Dragon flight ability to take to the skies.",解锁龙骑士。终极单位类型，可以操控龙，飞上天空。
Grand Army,大部队
ALL squads in the army gain +10 capacity limit.,军团所有小队的规模上限+10.
Professionalism,专业化
"New Conscripts start with mastery of all available Tier 1 classes, start with +3 Levels, and with full Loyalty to your cause.",新兵等级+3级，掌握所有的一阶职业，并完全忠诚于你的事业。
Musketeering,火枪手
Advanced firearm techniques grant our Gunners and Dragoons an additional attack.,先进的火器技术使我方枪手和龙骑兵可以多攻击一次。
Industrial Furnace,工业熔炉
"We are now able to maintain high-energy blast furnaces, allowing for far more efficient processing of materials. -1 Iron and Obsidian costs for all units.",能够使用高能量熔炉，大幅提高材料的加工效率。所有单位的铁和黑曜石成本-1。
Rifled Artillery,膛线火炮
+1 Range to Siege Cannons.,攻城炮射程+1。
Hero has fallen in battle,英雄死亡
Mission objective failed,任务失败
Home Base has been captured,大本营失陷
Chapter Complete!,完成章节！
Chapter Complete,完成章节
World Lore,世界知识
Tactics and Strategy,战术与战略
Class List,职业列表
Terrains,地形
Reference Guide,参考指南
Tutorial,教程
Attack from a hill using Jules's Squad,用朱尔斯的小队从山丘发动攻击
Seize all Map Objectives,攻占所有地图目标
Seize Eastwall Fortress,攻占东墙要塞
\\N[8] is defeated in battle,\\N[8]在战场上被击败
"Seize Marche, the Trade Town",攻占贸易小镇马奇
Seize the Donari Temple,攻占多纳尔圣殿
Complete The Chapter within 10 turns,10回合内完成章节
Seize Centurion's Rest Compound,攻占百夫长安息处营地
Barnabas is defeated before being recruited,巴纳巴斯在被招募前被击败
No allied Imperial Army squads lost,没有损失帝国友军
Cause an enemy Squad to Surrender,让一支敌方小队投降
Seize Centurion's Rest,攻占百夫长安息处
Stefan defeats an enemy in just 1 attack,斯泰凡将敌人一击毙命
Open all Treasures,打开所有宝箱
\\N[8] escapes from prison,\\N[8]逃出监狱
Any friendly units are defeated in battle,战场上有盟友被击败
Find and rescue the dragon child,找到并救援幼龙
Seize Fort Naxos,攻占纳克索斯堡
\\N[8] is defeated in battle OR,\\N[8]在战场上被击败，或者
The enemy captures Granheim Abbey,敌人攻陷格兰海姆修道院
"Seize Port Jenos, the Port Town",攻占港口城镇热诺斯港
Defeat Kuroda's squad in battle,在战场上击败黑田的小队
No enemy squads attack Fort Naxos,纳克索斯堡免受敌方小队攻击
Defend Fort Naxos for 15 turns OR,保卫纳克索斯堡15回合；或
Destroy all enemy Squads + Seize Port Jenos,击败所有敌方小队，并攻占热诺斯港
The enemy captures Fort Naxos,敌方攻陷纳克索斯堡
Narima is not defeated in battle,娜瑞玛在战斗中未被击败
Seize all Tidereaver ships,攻占所有噬浪海贼团的船只
Seize the Tidereaver Flagship,攻占噬浪海贼团旗舰
Seize Greyden Slave Complex,攻占格雷登奴隶区
Recruit the Barek Tor Mercenary,招募兽人雇佣兵
\\N[8] reaches Lemelin Monastery,\\N[8]到达莱梅林修道院
Lysander is not defeated in battle,莱森德在战斗中未被击败
No enemy squad attacks Lemelin Monastery,莱梅林修道院没有受到敌方攻击
No more than 4 Isanter squads are defeated,被击败的伊桑特小队不超过4支
Defend Lemelin Monastery for 15 turns OR,保卫莱梅林修道院15回合；或
Seize Westerfield Fortress,攻占西地堡
The enemy captures Lemelin Monastery,敌人攻陷莱梅林修道院
No enemy squads attack Isanter Palace,伊桑特宫免受敌方小队攻击
Complete The Chapter within 12 turns,12回合内完成章节
Seize Trucea,攻占特鲁恰
The enemy captures Isanter Palace OR,敌人攻陷伊桑特宫；或
The enemy captures Lemelin Fortress,敌人攻陷莱梅林堡
Complete The Chapter within 20 turns,20回合内完成章节
Complete The Chapter within 15 turns,15回合内完成章节
Seize Fort Eureeka,攻占尤里卡堡
The enemy captures Trucea,敌人攻陷特鲁恰
Survive against Casamir's army for 2 turns,在卡萨米尔大军手下撑过2回合
Survive against Casamir's army for 4 turns,在卡萨米尔大军手下撑过4回合
Survive against Casamir's army for 6 turns,在卡萨米尔大军手下撑过6回合
Defend Fort Eureeka OR,保卫尤里卡堡；或
Defeat Casamir's entire army,击败卡萨米尔的全部大军
The enemy captures Fort Eureeka,敌方攻陷尤里卡堡
Seize Rimorgue and Stormrook,攻占里莫格和风鸦堡
Hand of Zanatus is defeated in battle,击败扎纳图斯之手
Diana reaches the stairs to the dungeon,戴安娜到达前往地牢的阶梯
Diana is defeated in battle,戴安娜在战斗中被击败
Destroy bridge after all children are safe,所有儿童安全后再摧毁桥梁
Diana reaches Centurion's Rest,戴安娜到达百夫长安息处
Diana is defeated in battle OR,戴安娜在战斗中被击败；或
None of the escaping children survive,儿童无一人存活
Seize Imperial Sally Port,攻占帝国暗门
The enemy captures Diana Front Base,敌人攻陷戴安娜的前营
Avoid battle with the Hand of Zanatus,避免与扎纳图斯之手交战
Diana reaches the Portal to Mount Ptolomea,戴安娜到达前往托洛米亚的传送门
Use a Nephilim Power,使用圣灵之力
Seize Embor,攻占恩博尔
The enemy captures Centurion's Rest,敌人攻陷百夫长安息处
"Narima, Raskuja, and Sybil survive",娜瑞玛、拉斯库亚、茜比尔存活
Defend Eastwall Fortress for 10 turns OR,保卫东墙要塞10回合；或
Destroy all enemy Squads,击败所有敌人小队
Lysander is defeated in battle OR,莱森德在战场上被击败；或
The enemy captures Eastwall Front Base,敌人攻陷东城前营
Avoid taking hazard damage from lava,避免受到岩浆伤害
\\N[8] reaches the Stone Gate,\\N[8]到达石门
"Seize Felnamia, the castle town",攻占城堡城市费纳米亚
\\N[8] reaches the Donari Temple,\\N[8]到达多纳尔圣殿
Sybil is defeated in battle OR,茜比尔在战场上被击败；或
The enemy captures Felnamia Front Base,敌人攻陷费纳米亚前营
Azuros does not fall below 50% HP,阿祖罗斯的生命值不低于50%
"Seize the enemy Home Base, Nikeda Redoubt",攻占敌军大本营，尼克达堡
Azuros is defeated in battle OR,阿祖罗斯在战场上被击败；或
The enemy captures Eberminster,敌人攻陷艾伯明斯特
Do not kill any Sisterhood of Mercy,不要杀死任何慈悲修女会的人
Destroy all of the Zanatus Mages,击败所有扎纳图斯的法师
Edelia is defeated in battle,伊迪莉娅在战场上被击败
No enemy squads escape,敌方小队无一逃脱
Destroy all enemy Squads OR,击败所有敌人小队；或者
All enemy Firearms Squads Retreat,敌方所有火器小队撤退
\\N[8] reaches the dungeon staircase,\\N[8]到达地牢阶梯
"Seize Blackstone, the Tidereaver Base",攻占噬浪海贼团的营地：黑石
Seize Crestmoor,攻占浪野
The enemy captures Sandraka Front Base,敌人攻陷桑德拉卡前营
Seize all Objectives,攻占所有目标
Seize Greywind Shrine,攻占灰风神殿
Jules is not defeated in battle,朱尔斯在战斗中未被击败
Survive for 6 turns OR,存活6个回合；或
Seize all Mines,占领所有矿场
Seize Fort Dakur,攻占达库尔堡
The enemy captures Ezrum,敌人攻陷艾泽拉姆
Cause at least 3 Sayunaari squads to Surrender,让至少3支萨育纳小队投降
Seize Sayunaa,攻占萨育纳
The enemy captures Fort Dakur,敌人攻陷达库尔堡
Seize Rimorgue,攻占里莫格
The enemy captures Nephilim Army Base,敌人攻陷圣灵军团营地
Destroy no more than 3 Imperial Squads,击破最多3支帝国小队
Seize Armitage,攻占阿米塔吉
Rescue Alex within 10 turns,10回合内解救艾利克斯
Defeat Casamir,击败卡萨米尔
Defeat Lysander,击败莱森德
Defeat Zanatus,击败扎纳图斯
Capture the Enemy Base,攻陷敌方营地
Lose 5 or more squads,损失5支或以上小队
Home Base is captured,本营沦陷
Survive for 30 Rounds OR,存活30个回合；或
Lose all squads,失去所有军队
Shattered,溃逃
Shaken,动摇
Fearful,恐惧
Fair,充盈
Good,振奋
Excellent,高昂
Fearless,无畏
Meteor,流星
"Meteor: Deal 25% of Max HP of all Units in all enemy Squads in a cross-shaped area of effect, cannot damage beyond 75% Max HP lost, does not affect bosses.",流星：在十字区域内对敌方小队中的所有单位造成25%最大生命值的伤害，对于损血超过75%最大生命值的敌人无效，不影响首领。
Teleport,瞬移
Teleport: Instantly move a friendly Squad to any valid tile within 5 tiles of that Squad’s current location. Does not consume any move points or actions.,瞬移：将友方一支小队瞬间移动到5格之内的任意有效位置。不消耗任何移动点或行动。
Exemplar,楷模
Exemplar: A friendly Squad resists 50% of all damage for one entire player phase + enemy phase. Enemies will always target this Squad.,楷模：这支小队在玩家回合和敌人回合受到一半伤害。敌人会优先攻击这支小队。
Terror,恐惧
Terror: Inflicts massive Morale damage to every enemy Squad within a 3x3 tile area of effect.,恐惧：对3X3格范围内的所有敌人造成巨大的士气伤害。
Blessing,祝福
"Blessing: Refresh a friendly Squad, giving them another full turn during the same player phase.",祝福：鼓舞友军小队，在当前回合可以再完整地行动一次。
Basic Infantry. Front line warrior who can provide cover. Has the most options for growth into other unit types.,基本步兵。前线战士，可以提供掩护。可选晋级最多。
Fighter,勇士
"A child dragon with basic fire breath. In time, will mature in a formidable adult.",有基本火焰龙息的幼龙。未来会成熟为强大的龙。
Drakeling,幼龙
"A young adult dragon, breathes fire in a wide swath. Can specialize into more advanced dragons.",年轻的成年龙，可以大范围地喷火。可以升级为更加专精的龙。
Dragon,龙
A mature dragon specializing in powerful fire breath. May learn how to become a Red Dragon Rider.,成熟的龙，擅长强大的火焰龙息。可以学习成为红龙骑士。
Red Dragon,红龙
A mature dragon specializing in powerful lightning breath. May learn how to become a Blue Dragon Rider.,一条成熟的龙，擅长强大的闪电龙息。可以学习成为蓝龙骑士。
Blue Dragon,蓝龙
A mature dragon specializing in powerful ice breath. May learn how to become a Silver Dragon Rider.,一条成熟的龙，擅长强大的寒冰龙息。可以学习成为一名银龙骑士。
Silv. Dragon,银龙
"The ultimate evolution of the Red Dragon, it can now take to the skies and deliver devastating fire breath.",红龙的最终进化，可以从空中喷出毁灭性的火焰龙息。
Red D.Rider,红龙骑士
"The ultimate evolution of the Blue Dragon, it can now take to the skies and deliver devastating lightning breath.",蓝龙的最终进化，可以从空中喷出毁灭性的闪电龙息。
Blue D.Rider,蓝龙骑士
