"Squad does +25% damage to larger Squads, and -25% damage to smaller Squads",El pelotón causa un 25 % más de daño a pelotones grandes y -25 % a pelotones pequeños.
Sayunaari War Pike,Pica bélica sayunaari
Squad does +15% damage to Cavalry,El pelotón causa +15 % de daño a unidades de caballería.
Obsidian Edge,Daga de obsidiana
"Squad does +25% damage to Boss Squads, only applies to Human targets","El pelotón causa +25 % de daño a los pelotones de jefes, solo si son humanos."
Everlasting Potion,Poción eterna
Restore 20% max HP of the unit with the most missing HP at the start of combat,Restaura un 20 % de los PS máx. de la unidad que más PS haya perdido al comienzo del combate.
Counterattack,Contraataque
Deal +25% damage while on defense.  Stacks with Black Belt,Causa +25 % de daño al defenderse.  Se acumula con el cinturón negro.
Black Belt,Cinturón negro
Deal +25% damage while counterattacking,Causa +25 % de daño al contraatacar.
Disarm,Desarme
Resolve,Determinación
Immortal Spirit,Espíritu inmortal
"Once per Chapter, this unit will survive an enemy volley that would otherwise be fatal","Una vez por capítulo, esta unidad sobrevivirá un turno enemigo que le habría llevado a la muerte."
Precision,Precisión
Lithe Assault,Asalto grácil
Concentration,Concentración
Unscathed,Indemne
Assassin's Heart,Corazón de asesino
Assassin's Reaper,Vampiro asesino
Silver-Tongued,Elocuencia
Warrior's Hubris,Orgullo de guerrero
Stormrook's Walls,Murallas de Torre Tormenta
Squad deals +20% damage when attacking from wall to non-wall,El pelotón causa +20 % de daño al atacar desde una muralla a un terreno no amurallado.
Challenger,Contrincante
Lucky,Afortunado
Some people are just lucky,Hay gente que tiene suerte...
Treasure Hunter,Cazatesoros
Increased chance to find an item when destroying or forcing the surrender of enemy Squads,Aumenta la posibilidad de encontrar un objeto al destruir o forzar a los pelotones enemigos a rendirse.
Arcane Barrier,Barrera arcana
Mentor,Mentor
Greatly improves leadership growth of subordinates.,Aumenta enormemente el desarrollo de liderazgo de los subordinados.
Healing Attuned,Recuperación
Guardian Impulse,Impulso de guardián
Gain a chance at an extra action for every ally unit below half health at the end of combat,Otorga la posibilidad de realizar una acción extra por cada unidad aliada con menos del 50 % de PS al final del combate.
Executioner,Verdugo
Overpower,Dominación
Deal damage to enemy Morale based on difference in STR,Causa daño a la moral del enemigo en función de la diferencia de FZA.
Vengeance,Venganza
Bodyguard,Guardaespaldas
Venerable,Venerable
Squad Leader cannot be directly targeted unless all other squad members are incapaciated,El líder del pelotón no puede recibir daño directamente a menos que los otros miembros del pelotón estén incapacitados.
Dragon Affinity,Afinidad de dragón
Dragons in squad gain class XP faster,Los dragones del pelotón consiguen EXP de clase más rápido.
Light's Judgement,Juicio de luz
"When taking damage in battle, Diana gains Attack Power for the duration of the battle","Al sufrir daño en combate, Diana gana poder de ataque durante toda la batalla."
Garrison,Guarnición
Damage reduction granted from terrains is increased by 50%,Reduce un 50 % la reducción de daño que otorga el terreno.
Soul of Sayunaa,Alma de Sayunaa
"Once per Phase, Swordfighter, Swordmaster, and Blademaster will automatically strike first on defense","Una vez por fase, espadachinas, esgrimidoras y grandes espadachines atacarán en primer lugar automáticamente al defenderse."
Desert Warrior,Guerrero de desierto
Guile,Astucia
Unit bypasses Block and can attack any target,La unidad ignora los bloqueos y puede atacar a cualquier unidad.
Retainer,Retención
Jules takes 50% less damage if within 3 tiles on the tactical map,Jules recibe -50 % de daño si está a 3 casillas o menos en el mapa táctico.
Tundra Warrior,Guerrero de tundra
"Squad is immune to negative effects of Blizzard weather and Chill status, and gains bonus evasion in Blizzard weather and Snow terrain","El pelotón es inmune a los efectos negativos de las ventiscas y al perjuicio de congelación, y gana mayor evasión con ventiscas y nieve."
Feline Acuity,Agudeza felina
Massive evasion boost versus stealth attacks,Enorme mejora de evasión contra los ataques furtivos.
Barek Tor Savagery,Salvajismo barek tor
"At Night, every attack is an Ambush","Por la noche, cada ataque es una emboscada."
Scavenger,Saqueo
Thievery,Robo
"On combats initiated by my squad, steal a small amount of gold from the primary target based on SKL","En los combates iniciados por mi pelotón, roba una pequeña cantidad de oro al objetivo principal en función de la HAB."
Haughty,Arrogancia
Beatrix is not affected by the morale of her squad,A Beatrix no le afecta la moral de su pelotón.
Shock and Awe,Asombro
Donar's Presence,Presencia de Donar
Squads within 3 tiles are given a morale boost,Los pelotones que estén a 3 casillas o menos reciben una dosis de moral.
Shadow,Sombra
Squad can move through tiles containing enemy Squads,El pelotón puede atravesar casillas con pelotones enemigos.
Hand of Zanatus,Mano de Zanatus
2x damage to enemy morale from all actions and enemies will not surrender,Daño x2 a la moral enemiga con todas las acciones. Los enemigos no se rendirán.
Monarch,Monarca
Heavy units in Jules's Squad will always Cover him from targeted damage,Las unidades pesadas del pelotón de Jules siempre le cubrirán de cualquier daño.
Mirage,Espejismo
"Gain an extra attack.  Every attack, and every counter-attack Stefan uses will be a Stealth attack",Otorga un ataque extra.  Cada ataque y cada contraataque que Stefan use será un ataque furtivo.
Finish the Millenium War!,¡Fin de la Guerra Milenaria!
The world is behind you! +20 Capacity.  Your hero heals and boosts the morale of all allies within 3 tiles,¡Tienes el mundo a tus espaldas! +20 de capacidad.  Tu héroe cura y mejora la moral de todos los aliados a 3 casillas o menos.
Prodigy,Prodigio
"Unit gains 20% bonus to XP, CP, and LDR growth","Permite a la unidad conseguir +20 % de EXP, PC y LDR."
Mercenary,Mercenario
Unit is solely motivated by a pay day. +2 Capacity cost unless leader,"La unidad solo se motiva si recibe una paga. Coste de capacidad +2, excepto si es líder."
Non-Committal,Sin compromiso
Unit is beginning to warm up to your cause. +1 Capacity cost,La unidad comienza a interesarse por tu causa. Coste de capacidad +1.
Committed,Compromiso
Unit identifies with your cause. -1 Capacity cost,La unidad se identifica con tu causa. Coste de capacidad -1.
Loyal,Lealtad
Unit feels fully dedicated to your cause. -2 Capacity cost,La unidad se identifica completamente con tu causa. Coste de capacidad -2.
"Squad is faster in open terrain, and can move after attacking",El pelotón es más rápido en terreno abierto y se puede mover tras atacar.
"Squad's move is not penalized by rough terrain, moves slightly faster indoors, can hide in and ambush from woods, swamps, and towns","El pelotón no pierde movimiento en terrenos accidentados, se mueve ligeramente más rápido en interiores y puede ocultarse y lanzar emboscadas desde bosques, pantanos y ciudades."
Squad has poor physical conditioning and less battlefield movement,El pelotón tiene un mal estado físico y menos movimiento en el campo de batalla.
Squad's movement ignores terrain,El movimiento del pelotón ignora el terreno.
\\N[8] - Zelos: I have dreamed of this for so long,\\N[8] - Zelos: ¡Llevo tanto tiempo soñando con esto!
\\N[8] and Zelos developed a deep bond.,\\N[8] y Zelos han forjado una relación íntima.
\\N[8] - Jules: Some things shouldn't stay a secret,\\N[8] - Jules: Algunas cosas no deberían de permanecer en secreto
\\N[8] and Jules developed a deep bond.,\\N[8] y Jules han forjado una relación íntima.
\\N[8] - Barnabas: A story 20 years in the making,\\N[8] - Barnabas: Una historia de más de 20 años.
\\N[8] and Barnabas developed a deep bond.,\\N[8] y Barnabas han forjado una relación íntima.
"\\N[8] - Stefan: Partners in crime, forever?",\\N[8] - Stefan: ¡Menuda pareja más pícara!
\\N[8] and Stefan developed a deep bond.,\\N[8] y Stefan han forjado una relación íntima.
\\N[8] - Lysander: Intellectual supernova,\\N[8] - Lysander: Inteligencia sobrenatural
\\N[8] and Lysander developed a deep bond.,\\N[8] y Lysander han forjado una relación íntima.
\\N[8] - Jaromir: A very straight-forward proposal,\\N[8] - Jaromir: Una proposición de lo más directa
\\N[8] and Jaromir developed a deep bond.,\\N[8] y Jaromir han forjado una relación íntima.
\\N[8] - Sybil: I can be your refuge,\\N[8] - Sybil: Puedes contar conmigo
\\N[8] and Sybil developed a deep bond.,\\N[8] y Sybil han forjado una relación íntima.
\\N[8] - Jules: Fancy meeting you here,\\N[8] - Jules: ¡Me alegra verte!
\\N[8] and Jules have become friends.,\\N[8] y Jules han forjado una bonita amistad.
\\N[8] - Barnabas: Mentor or mentee?,\\N[8] - Barnabas: ¿Un buen ejemplo?
\\N[8] - Stefan: Tidereaver scum,\\N[8] - Stefan: Escoria cazamareas
\\N[8] and Stefan have become friends.,\\N[8] y Stefan han forjado una bonita amistad.
\\N[8] - Stefan: Rogue with a heart of gold,\\N[8] - Stefan: Pícaro con un corazón de oro
\\N[8] - Raskuja: Legends of the Barek Tor,\\N[8] - Raskuja: Leyendas de los barek tor
\\N[8] and Raskuja have become friends.,\\N[8] y Raskuja han forjado una bonita amistad.
\\N[8] - Raskuja: Heart of the jungle,\\N[8] - Raskuja: Corazón salvaje
\\N[8] - Lysander: Ponderings on modernity,\\N[8] - Lysander: Reflexiones sobre la modernindad
Diana - Stefan: Cannot deny our destiny,Diana - Stefan: No podemos ignorar nuestro destino
Diana and Stefan have developed a deep bond.,Diana y Stefan han forjado una relación íntima.
Diana - Lysander: You are better than this,Diana - Lysander: Os merecéis algo más
Diana and Lysander have become friends.,Diana y Lysander han forjado una bonita amistad.
Diana - Lysander: An impolite inquiry,Diana - Lysander: Una petición poco educada
Diana - Lysander: Subtlety is a lost art,Diana - Lysander: La sutileza ya no se lleva
Diana - Jaromir: Old-fashioned fella,Diana - Jaromir: Amistad a la vieja usanza
Diana and Jaromir have developed a deep bond.,Diana y Jaromir han forjado una relación íntima.
Beatrix - Jules: Spending social capital,Beatrix - Jules: Gastos de capital social
Beatrix and Jules have become friends.,Beatrix y Jules han forjado una bonita amistad.
Beatrix - Jules: Redheads're nice,Beatrix - Jules: La pelirroja y el moreno
Beatrix and Jules have developed a deep bond.,Beatrix y Jules han forjado una relación íntima.
Sybil - Jules: Walk this life with me,Sybil - Jules: Vive esta vida a mi lado
Sybil and Jules have developed a deep bond.,Sybil y Jules han forjado una relación íntima.
Sybil - Barnabas: Still got that spark,Sybil - Barnabas: Aún hay magia
Sybil and Barnabas have developed a deep bond.,Sybil y Barnabas han forjado una relación íntima.
Abigayle - Zelos: Nice guys never win,Abigail - Zelos: Los chicos buenos nunca ganan
Zelos and Abigayle have developed a deep bond.,Zelos y Abigail han forjado una relación íntima.
"Narima - Stefan: Failed pickup artist, part 1","Narima - Stefan: Artista del ligoteo frustado, parte 1"
"Narima - Stefan: Failed pickup artist, part 2","Narima - Stefan: Artista del ligoteo frustado, parte 2"
Edelia - Lysander: Crossing sacred boundaries,Edelia - Lysander: Cruzando límites sagrados
Edelia and Lysander have developed a deep bond.,Edelia y Lysander han forjado una relación íntima.
Narima - Stefan: Failed pickup art... wait,Narima - Stefan: Artista del ligoteo frustra... ¡Un segundo!
Narima and Stefan have developed a deep bond.,Narima y Stefan han forjado una relación íntima.
Narima - Jules: Only a King to melt her heart,Narima - Jules: Solo un rey para ganarle el corazón
Narima and Jules have developed a deep bond.,Narima y Jules han forjado una relación íntima.
\\N[8] - Diana: I see the real you...,\\N[8] - Diana: Veo a tu yo real...
Diana and \\N[8] have developed a deep bond.,Diana y \\N[8] han forjado una relación íntima.
\\N[8] - Diana: Doctrine of the Temple,\\N[8] - Diana: Doctrina de los templarios
\\N[8] and Diana have become friends.,\\N[8] y Diana han forjado una bonita amistad.
\\N[8] - Diana: Deeper dive into the Nephilim,\\N[8] - Diana: Una mayor inmersión en los nefilim
\\N[8] - Beatrix: The Pendergast fortune,\\N[8] - Beatrix: La fortuna de los Pendergast
"\\N[8] - Beatrix: Siren, or Succubus?",\\N[8] - Beatrix: ¿Sirena o súcubo?
Beatrix \\N[8] have developed a deep bond.,Beatrix y \\N[8] han forjado una relación íntima.
\\N[8] - Sybil: Why are you so angry?,\\N[8] - Sybil: ¿A qué viene ese enfado?
Sybil and \\N[8] have developed a deep bond.,Sybil y \\N[8] han forjado una relación íntima.
\\N[8] - Abigayle: Instant chemistry,\\N[8] - Abigail: Química inmediata
Abigayle and \\N[8] have developed a deep bond.,Abigail y \\N[8] han forjado una relación íntima.
\\N[8] - Narima: Can we take on the world?,\\N[8] - Narima: ¿Podemos comernos el mundo?
Narima and \\N[8] have developed a deep bond.,Narima y \\N[8] han forjado una relación íntima.
\\N[8] - Zelos: Unbreakable together,\\N[8] - Zelos: Juntos somos invencibles
Zelos and \\N[8] have developed a deep bond.,Zelos y \\N[8] han forjado una relación íntima.
Sybil - Jules: Red oni and blue oni,Sybil - Jules: Los demonios rojo y azul
Zelos - Barnabas: Master Sergeant forever,Zelos - Barnabas: Sargento mayor para siempre
Zelos and Barnabas have become friends.,Zelos y Barnabas han forjado una bonita amistad.
\\N[8] - Narima: Noble warrior of Sayunaa,\\N[8] - Narima: Noble guerrera de Sayunaa
\\N[8] - Abigayle: Princess of the Snow,\\N[8] - Abigail: Princesa de la nieve
\\N[8] - Lysander: Shock and awe,\\N[8] - Lysander: Asombro
Lysander and \\N[8] have become friends.,Lysander y \\N[8] han forjado una bonita amistad.
\\N[8] - Lysander: Different kind of battlefield,\\N[8] - Lysander: Distinto campo de batalla
Sybil - Abigayle: Bonded,Sybil - Abigail: Vinculadas
Sybil and Abigayle have become blood sisters.,Sybil y Abigail se han convertido en hermanas de sangre.
Abigayle will cost half Capacity in Sybil's Squad.,Abigail costará la mitad de capacidad en el pelotón de Sybil.
Sybil will cost half Capacity in Abigayle's Squad.,Sybil costará la mitad de capacidad en el pelotón de Abigail.
Beatrix - Lysander: What's your angle?!,Beatrix - Lysander: ¿Qué te propones?
Diana - Zelos: Demons of dark and light,Diana - Zelos: Demonios de la oscuridad y la luz
\\N[8] - Beatrix: Is this the real you?,\\N[8] - Beatrix: ¿Es este tu verdadero yo?
"Barnabas - Zelos: Son, and I am disappoint","Barnabas - Zelos: Hijo, estoy decepcionado"
Stefan - Diana: Broken,Stefan - Diana: Ruptura
Stefan - Lysander: Airships,Stefan - Lysander: Aeronaves
Stefan and Lysander have become friends.,Stefan y Lysander han forjado una bonita amistad.
Sybil - Diana: Self Sabotage,Sybil - Diana: Autosabotaje
Stefan - Abigayle: Last flame of Donar,Stefan - Abigail: La última llama de Donar
Stefan has been friend-zoned.,Stefan ha entrado en la zona de solo amigos.
\\N[8] - Jaromir: Bulwark of the North,\\N[8] - Jaromir: Baluarte del norte
Jules - Barnabas: Patience,Jules - Barnabas: Paciencia
Sybil - Barnabas: Friendly Ribbing?,Sybil - Barnabas: ¿Provocación amistosa?
Sybil and Barnabas have become friends.,Sybil y Barnabas han forjado una bonita amistad.
Stefan - Diana: Keeping Up Appearances,Stefan - Diana: Manteniendo las apariencias
\\N[8] - Lysander: White Flag of War,\\N[8] - Lysander: Bandera blanca de guerra
Narima - Jules: Ghosts of Ezrum,Narima - Jules: Fantasmas de Ezrum
Narima - Jaromir: Of the Snow and Sand,Narima - Jaromir: De nieve y arena
Narima and Jaromir have become friends.,Narima y Jaromir han forjado una bonita amistad.
"Jules - Barnabas: Melmonde, Sweet Home","Jules - Barnabas: Melmonde, dulce hogar"
Jules and Barnabas have become friends.,Jules y Barnabas han forjado una bonita amistad.
Beatrix - Lysander: Wha... Really?!,Beatrix - Lysander: ¿Qué? ¡¿En serio?!
Beatrix and Lysander have developed a deep bond.,Beatrix y Lysander han forjado una relación íntima.
Academy of War,Academia bélica
Tactics and Command,Tácticas y comandos
Crafts and Technology,Artes y avances
Apprentice Training,Aprendiz en formación
Unlocks a recruitment slot for apprentices.,Desbloquea una ranura de reclutamiento de aprendices.
Mentorship,Tutelaje
"Non-leader Units in Squads now gain LDR at a modest rate, up to below 10 of the Squad Leader's current LDR stat.","Las unidades que no sean líderes de los pelotones ahora ganarán LDR en una cantidad modesta, hasta por debajo de 10 del valor de LDR del líder de su pelotón."
Merchant Envoys,Enviados de mercancías
"Expands the Mercenary and Item Trader pools, giving us more opportunity to hire experienced warriors and purchase exotic Artifacts.","Amplia las reservas de mercenarios y objetos del comerciante, lo que nos da más oportunidades de reclutar a guerreros expertos y comprar artefactos exóticos."
Zones of Control,Zonas de control
Enemy squads incur a movement penalty when moving between tiles that are adjacent to our Infantry type squads.,Los pelotones enemigos sufren una penalización de movimiento al colocarse entre casillas que sean adyacentes a nuestros pelotones de infantería.
Battle Medics,Curaciones de combate
All 'Support' classes gain +20 Maximum HP.,Todas las clases de apoyo aumentan en 20 sus PS máximos.
Army Stables,Establos de ejércitos
"It is now easier for our Cavalry Squads to achieve a Charge attack. Instead of requiring having moved 7 tiles before attacking, now they can move 6 tiles to achieve the same effect.","Ahora es más fácil que los pelotones de caballería asesten una carga ofensiva. En lugar de necesitar haberse movido 7 casillas antes de atacar, ahora pueden moverse 6 casillas para activar el mismo efecto."
Mixed Unit Tactics,Tácticas de unidades mixtas
"Each unit gains +3 Weapon Power for each unit of a different type added to the Squad, starting with the 2nd unit type.","Cada unidad gana +3 de poder de arma por cada unidad de un tipo distinto añadida al pelotón, comenzando por el segundo tipo de unidad."
Identify Command Structure,Identificar estructura de comando
We now have the ability to use the 'Target Leader' attack type.,Ahora podemos usar el tipo de ataque «Apuntar a líder».
Psych Warfare,Guerrilla psíquica
Defeating enemy squad leader causes even more Morale damage.,Vencer al líder de un pelotón causa aún más daño moral.
Standing Army,Ejército firme
"All new Conscripts start at +1 Level, and with half Class Mastery of their starting class.",Todos los nuevos reclutas comienzan con +1 nivel y con la mitad de dominio de su clase inicial.
Adept Artificer,Artificiero adepto
"Unlocks a second Artifact slot, allowing us to further customize our squads.",Desbloquea una segunda ranura de artefactos para que puedas personalizar tus pelotones aún más.
Crossbow Forging,Forja de ballestas
"We can now construct Crossbows, unlocking the Crossbowmen class.",Ahora podemos fabricar ballestas y desbloquear a los ballesteros.
Adept Metallurgy,Adepto en metalurgia
Grants Heavy Infantry and Heavy Cavalry +25 MaxHP.,Otorga +25 PS máximos a las unidades de infantería y caballería pesadas.
Steel Forging,Forja de acero
Improved Steel Plate Armor grants our Heavy Infantry and Heavy Cavalry +5 Armor.,Las corazas de acero mejoradas otorgan +5 de armadura a las unidades de infantería y caballería pesadas.
Journeyman Leathercraft,Jornalero de marroquinería
"Our Light Armor has advanced, enhancing the Armor of all Light Infantry, Light Cavalry, Archery, and Firearms units gain +5 Armor.","Nuestras armaduras de cuero ahora cuentan con mejoras que otorgan +5 de armadura a todas las unidades de infantería y caballería ligeras, arqueros y artilleros."
Dragon Trainer,Entrenador de dragones
"Familiarity with Dracology has given our Drakelings, Dragons, and Dragon Riders 25% faster Class Mastery gain from combat and a slightly increased chance to appear as mercenaries.","El conocimiento de los dragones ha hecho que nuestros dracos, dragones y dragonarcas dominen su clase un 25 % más rápido al combatir y tengan una pequeña probabilidad de que estas criaturas aparezcan como mercenarios."
Martial Traditions,Tradiciones marciales
All units gain Class Mastery 15% faster.,Todas las unidades pueden dominar su clase un 15 % más rápido.
Warhorse Husbandry,Cría equina bélica
"Advanced breeding techniques have resulted in larger, hardier war horses. All Cavalry gains +50 Maximum HP.",Las técnicas de cría avanzadas han hecho que los caballos de guerra sean ahora más grandes y fuertes. Todas las unidades de caballería aumentan en +50 sus PS máximos.
Sisterhood of Justice,Hermandad de la justicia
"Acolytes, Paladins, Valkyries, Exemplar, and Titan receive an additional bonus to Magic Resistance based on a portion of their Armor.","Las acólitas, las paladinas, las valquirias, los paradigmas y los titanes reciben una ventaja adicional de resistencia mágica en parte de su armadura."
Sisterhood of Mercy,Hermandad misericorde
"Medic, Priestess, Templar, Hospitaller take 25% less damage with Paladin, Valkyrie, Exemplar or Titan in the same Squad","Las curanderas, sacerdotisas, grandes templarias y hospitalarias reciben un 25 % menos de daño si hay una paladina, una valquiria, un paradigma o un titán en el mismo pelotón."
Strategic Maneuvers,Maniobras estratégicas
Cavalry squads now deal significant Morale damage when attacking with a Charge Attack.,Los pelotones de caballería ahora causan un daño moral significativo al atacar con una carga ofensiva.
Polearm Mastery,Dominio de lanza
Polearm units now grant bonus attack and defense versus melee to any adjacent unit.,Las unidades con lanza otorgan ahora mayor ataque y defensa para combatir unidades físicas a cualquier unidad adyacente.
Adaptive Battlefield Command,Comandos de guerra adaptables
We now have the ability to use the 'Aggressive' and 'Cautious' attack types.,Ahora podemos usar los tipos de ataque «Ataque despiadado» y «Prudencia».
Popular Support,Apoyo popular
"Squads gain a Morale bonus when within 3 tiles of a Base, Village, or Town owned by our faction.","Los pelotones ganan una ventaja de moral cuando están a 3 casillas o menos de una base, aldea o ciudad de nuestra facción."
Advanced Archery Technique,Técnica arquera avanzada
+1 arrows fired (from 3 to 4) by Archery units at 2 or more range.,Las unidades arqueras ahora disparar +1 (de 3 a 4) a 2 o más casillas de distancia.
Journeyman Artificer,Jornalero artificiero
"Unlocks a 3rd Artifact slot, allowing us maximum customizability for our squads.",Desbloquea una tercera ranura de artefactos para que puedas personalizar tus pelotones aún más.
Advanced Crossbows,Ballestas avanzadas
Crossbowmen and Rangers gain an additional 25% bonus damage against Heavy Infantry and Heavy Cavalry.,Los ballesteros y montaraces causan un 25 % más de daño contra infantería y caballería pesadas.
Advanced Material Science,Ciencia de materiales avanzados
Grants Heavy Infantry and Heavy Cavalry +25 Max HP for a cumulative effect of +50. Unlocks powerful firearms technologies.,Otorga +25 PS adicionales (un máximo de +50 PS en total) a las unidades de infantería y caballería pesadas. Desbloquea a los artilleros.
Obsidian Forging,Forja de obsidiana
"Now that we have a grasp on the powerful and rare metal named Obsidian, we can use it to enhance our existing Steel Plate Armor, granting Heavy Infantry and Heavy Cavalry an additional +5 Armor.","Ahora que hemos logrado hacernos con el poderoso e insólito metal de obsidiana, podemos usarlo para reforzar nuestras corazas de acero, otorgando +5 de armadura adicional a las unidades de infantería y caballería pesadas."
Behemoth Leather Armor,Corazas de bégimo
"Using hides from the fearsome Behemoth, we can further enhance our Light Armor. Light Infantry, Light Cavalry, Archers, and Firearms gain an additional +5 to Armor.","Gracias a la piel del temible bégimo, podemos mejorar aún más nuestras armaduras de cuero. Las unidades de infantería y caballería ligeras, los arqueros y los artilleros reciben +5 de armadura adicional."
Mage Regiments,Regimientos de magos
"All 'Magician' and 'Support' classes are now of the 'Normal' unit type rather than 'Slow', and Magician attacks decay in power more slowly when used consecutively.",Todos los magos y clases de apoyo ahora tienen un movimiento «normal» en lugar de «lento» y los ataques de los magos pierden poder más lentamente al usarse sucesivamente.
Magician's Initiative,Iniciativa mágica
Spells that have a charge-up turn can now be cast on the first turn of battle when on offense.,Los hechizos que tardan un turno en cargarse pueden liberarse ahora en la primera ronda del combate al atacar.
Hex Mastery,Dominio de maldiciones
Status effects from Magician and Dragon breath attacks have an increased chance to be inflicted.,Los magos y los dragones pueden ahora causar perjuicios más fácilmente al atacar.
Spirit Piercing,Perforación espiritual
Magician and Dragon breath attacks ignore 25% of the target's resistance.,Los magos y dragones ignoran un 25 % de la resistencia del objetivo con sus ataques.
Advanced Mobile Warfare,Guerrilla móvil avanzada
Dragoons are now 'Light Cavalry' move type.,Los arcabuceros son ahora unidades de caballería ligera.
Advanced Flanking,Flanqueo avanzado
+15% Attack power when engaging in close range battles for each allied squad that is adjacent to the target enemy squad.,+15 % de poder de ataque al atacar cuerpo a cuerpo a un pelotón enemigo por cada pelotón aliado que esté adyacente a él.
Optimized Tactics,Tácticas optimizadas
Improves effects of most special tactics.,Mejora los efectos de muchas de las tácticas especiales.
Supply Chain Mastery,Dominio de cadena de suministros
"Villages, Towns, Castles, and Bases held by our faction now provide healing to our Squads within 3 tiles every turn.","Las aldeas, ciudades, castillos y bases de nuestra facción ahora pueden curar a los pelotones aliados que estén a 3 casillas o menos cada turno."
Archer General,General arquero
"All 'Archery' classes are now of the 'Light' unit type, a massive advantage to mobility and ambushes.","Todas las clases arqueras ahora son unidades «ligeras», una enorme ventaja para moverlas y asestar emboscadas."
Master Artificer,Artificiero maestro
All Artifacts cost -1 Capacity.,Todos los artefactos cuestan -1 de capacidad.
Grapeshot,Metralla
Artillery attacks have increased splash radius and damage.,Los ataques de artillería tienen un mayor radio de ataque y causan más daño.
Gunsmithing,Armería
"We are now able to manufacture guns and cannons. Unlocks the Gunner, Dragoon, and Siege Cannon classes.","Ahora puedes fabricar rifles y cañones. Desbloquea a los artilleros, arcabuceros y cañoneros."
Breech-Loading Gun,Arma de retrocarga
'Gunner' units and Artillery are no longer negatively affected by weather.,"Las unidades de artillería podrán atacar siempre, sin importar el tiempo que haga."
Dragon Bond,Vínculo dracónido
"Unlocks the Dragon Rider class. The ultimate unit type, allowing us to control Dragon flight ability to take to the skies.",Desbloquea a los dragonarcas. La unidad definitiva que puede controlar a un dragón para surcar los cielos con él.
Grand Army,Ejército de primera
ALL squads in the army gain +10 capacity limit.,Todos los pelotones del ejército ganan +10 de capacidad.
Professionalism,Profesionalismo
"New Conscripts start with mastery of all available Tier 1 classes, start with +3 Levels, and with full Loyalty to your cause.","Los nuevos reclutas comienzan con dominio completo de todas las clases de grado 1, +3 niveles y lealtad completa a tu causa."
Musketeering,Pistoleros expertos
Advanced firearm techniques grant our Gunners and Dragoons an additional attack.,Las técnicas de artillería avanzada otorgan a nuestros artilleros y arcabuceros un ataque adicional.
Industrial Furnace,Horno industrial
"We are now able to maintain high-energy blast furnaces, allowing for far more efficient processing of materials. -1 Iron and Obsidian costs for all units.",Ahora podemos mantener altos hornos de energía que nos permitirán procesar los materiales de forma mucho más eficiente. -1 de coste de hierro y obsidiana para todas las unidades.
Rifled Artillery,Artillería de cañones
+1 Range to Siege Cannons.,Los cañoneros ganan +1 de alcance.
Hero has fallen in battle,Líder de historia fuera de combate
Mission objective failed,Objetivo de misión fallido
Home Base has been captured,Base de operaciones capturada
Chapter Complete!,¡Capítulo completado!
Chapter Complete,Capítulo completado
World Lore,Trasfondo del juego
Tactics and Strategy,Tácticas y estrategia
Class List,Lista de clases
Terrains,Terrenos
Reference Guide,Guía de referencia
Tutorial,Tutorial
Attack from a hill using Jules's Squad,Ataca desde una colina con el pelotón de Jules
Seize all Map Objectives,Asalta todos los objetivos del mapa
Seize Eastwall Fortress,Asalta la fortaleza de Muroriente
\\N[8] is defeated in battle,Evita que \\N[8] muera en combate
"Seize Marche, the Trade Town","Asalta Marche, la ciudad comercial"
Seize the Donari Temple,Asalta el templo de Donar
Complete The Chapter within 10 turns,Completa el capítulo en 10 turnos
Seize Centurion's Rest Compound,Asalta el complejo de Descanso del Centurión
Barnabas is defeated before being recruited,Evita que Barnabas muera antes de ser reclutado
No allied Imperial Army squads lost,No has perdido ningún pelotón aliado del Ejército Imperial
Cause an enemy Squad to Surrender,Haz que un pelotón enemigo se rinda
Seize Centurion's Rest,Asalta Descanso del Centurión
Stefan defeats an enemy in just 1 attack,Derrota a un enemigo con un solo ataque de Stefan
Open all Treasures,Abre todos los tesoros
\\N[8] escapes from prison,Consigue que \\N[8] escape de la cárcel
Any friendly units are defeated in battle,Evita que ningún aliado muera en combate
Find and rescue the dragon child,Encuentra y rescata al bebé dragón
Seize Fort Naxos,Asalta el fuerte Naxos
\\N[8] is defeated in battle OR,Evita que \\N[8] muera en combate O
The enemy captures Granheim Abbey,Evita que el enemigo capture la abadía de Granheim
"Seize Port Jenos, the Port Town","Asalta Puerto Jenos, la ciudad portuaria"
Defeat Kuroda's squad in battle,Derrota al pelotón de Kuroda en combate
No enemy squads attack Fort Naxos,Evita que un pelotón enemigo ataque el fuerte Naxos
Defend Fort Naxos for 15 turns OR,Defiende el fuerte Naxos durante 15 turnos O
Destroy all enemy Squads + Seize Port Jenos,Destruye todos los pelotones enemigos y asalta Puerto Jenos
The enemy captures Fort Naxos,Evita que el enemigo capture el fuerte Naxos
Narima is not defeated in battle,Evita que Narima muera en combate
Seize all Tidereaver ships,Asalta todos los barcos de los Cazamareas
Seize the Tidereaver Flagship,Asalta el buque de los Cazamareas
Seize Greyden Slave Complex,Asalta el complejo de esclavos de Greyden
Recruit the Barek Tor Mercenary,Recluta al mercenario barek tor
\\N[8] reaches Lemelin Monastery,Haz que \\N[8] llegue al monasterio de Lemelin
Lysander is not defeated in battle,Evita que Lysander muera en combate
No enemy squad attacks Lemelin Monastery,Evita que un pelotón enemigo ataque el monasterio de Lemelin
